,Hse,subzone,area,density
224,0,RESERVOIR VIEW,2.668861474637537,0.0
225,820,RIDOUT,1.5860267827571801,517.0152288188324
226,18570,RIVERVALE,1.2750597392171754,14564.023495401929
227,3580,ROBERTSON QUAY,0.4116591309022761,8696.515469372298
228,0,ROCHOR CANAL,0.09765285139457298,0.0
229,0,SAFTI,1.2388776168135966,0.0
230,0,SAMULUN,1.5776094139678398,0.0
231,7530,SAUJANA,0.5485250068405049,13727.724180475705
232,120,SELEGIE,0.040326752059449925,2975.6921614489393
233,130,SELETAR,3.182383643695367,40.84988315520774
234,0,SELETAR AEROSPACE PARK,2.9442357431333845,0.0
235,4740,SELETAR HILLS,1.894004644237316,2502.633778867379
236,0,SEMAKAU,4.0334831777927045,0.0
237,11230,SEMBAWANG CENTRAL,0.7813097851697255,14373.300082963231
238,7860,SEMBAWANG EAST,0.6160976195176662,12757.718502716305
239,2030,SEMBAWANG HILLS,0.7269164150404216,2792.618185527036
240,8010,SEMBAWANG NORTH,1.1332433018817403,7068.208553890826
241,3140,SEMBAWANG SPRINGS,0.8934330191275434,3514.5331913815744
242,740,SEMBAWANG STRAITS,1.252100782011537,591.0067389393113
243,19790,SENGKANG TOWN CENTRE,1.1868899711362826,16673.82864567793
244,0,SENGKANG WEST,1.3547466103027728,0.0
245,8210,SENJA,0.5077998528758059,16167.787275842209
246,6080,SENNETT,0.7051536385040842,8622.234457866709
247,0,SENOKO NORTH,1.821369047445834,0.0
248,0,SENOKO SOUTH,1.4167647430047103,0.0
249,0,SENOKO WEST,0.7362079024194884,0.0
250,2160,SENTOSA,3.997841464037553,540.2915596904496
251,9470,SERANGOON CENTRAL,0.8629218950169898,10974.342005557233
252,12850,SERANGOON GARDEN,2.456708604092286,5230.575567079868
253,4660,SERANGOON NORTH,0.5564153538583084,8375.038481031335
254,0,SERANGOON NORTH IND ESTATE,0.7487882422600258,0.0
255,6950,SHANGRI-LA,0.5590222564003661,12432.420928555088
256,0,SHIPYARD,1.7236944828142862,0.0
257,3590,SIGLAP,0.8921132236114422,4024.1528821498737
258,13960,SIMEI,2.2570543178151845,6185.052743220287
259,0,SIMPANG NORTH,2.8040509218585603,0.0
260,0,SIMPANG SOUTH,1.7448406187352796,0.0
261,0,SINGAPORE GENERAL HOSPITAL,0.43312974006568516,0.0
262,0,SINGAPORE POLYTECHNIC,0.769914673115747,0.0
263,330,SOMERSET,0.2677054875403008,1232.6979287278198
264,0,SOUTHERN GROUP,1.7928619136396116,0.0
265,1300,SPRINGLEAF,1.795305095939527,724.1109062410801
266,0,STRAITS VIEW,0.9160452729104296,0.0
267,0,SUDONG,3.418733943121333,0.0
268,890,SUNGEI ROAD,0.09453139762545494,9414.861330267111
269,2060,SUNSET WAY,0.7833041259143616,2629.885292121159
270,2030,SWISS CLUB,2.818595171770722,720.2169436502285
271,2530,TAGORE,2.709499995074996,933.7516163863187
272,4380,TAI SENG,1.4596023110759133,3000.8173916711467
273,13910,TAMAN JURONG,1.2061695025638823,11532.375814868761
274,41660,TAMPINES EAST,3.5298484926255247,11802.206266652825
275,6500,TAMPINES NORTH,2.066607368737894,3145.2515355975147
276,27330,TAMPINES WEST,2.824078396577242,9677.49338443427
277,460,TANGLIN,0.13614296170587264,3378.801182493722
278,5600,TANGLIN HALT,0.4528491351022752,12366.149266764636
279,0,TANJONG IRAU,0.8731055399443204,0.0
280,1980,TANJONG PAGAR,0.1182491880695894,16744.30101655137
281,5580,TANJONG RHU,1.9783808509746237,2820.488278205425
282,6270,TEBAN GARDENS,2.5902786012141936,2420.589042839228
283,7970,TECK WHYE,0.8152399012229139,9776.263389518192
284,7870,TELOK BLANGAH DRIVE,1.1823671873512955,6656.138705633522
285,4800,TELOK BLANGAH RISE,0.43349411941829213,11072.81456653009
286,3960,TELOK BLANGAH WAY,0.2249509652300806,17603.83644475452
287,0,TENGAH INDUSTRIAL ESTATE,1.9448947477981502,0.0
288,0,TENGEH,1.829393019432413,0.0
289,0,THE WHARVES,1.3293675932803017,0.0
290,5800,TIONG BAHRU,0.36415181291412235,15927.423108470997
291,6030,TIONG BAHRU STATION,0.2850526318334368,21153.988164275135
292,10780,TOA PAYOH CENTRAL,0.8997904412558662,11980.567369613318
293,6120,TOA PAYOH WEST,0.8429207232370353,7260.4692603802705
294,4610,TOH GUAN,0.6069333030893029,7595.562768651853
295,0,TOH TUCK,1.6886012300929996,0.0
296,8040,TOWNSVILLE,0.44401787837544343,18107.378985315776
297,15910,TRAFALGAR,1.4175556560772664,11223.545214462321
298,0,TUAS BAY,4.7653238293026545,0.0
299,0,TUAS NORTH,2.649239802329862,0.0
300,0,TUAS PROMENADE,3.3619046706161426,0.0
301,0,TUAS VIEW,3.633983479173184,0.0
302,0,TUAS VIEW EXTENSION,22.516955079871824,0.0
303,0,TUKANG,1.5287807918832121,0.0
304,220,TURF CLUB,2.674761299050292,82.25033018015993
305,2250,TYERSALL,1.7538629035985451,1282.8824849328244
306,4450,ULU PANDAN,0.9971304685739539,4462.806162531737
307,7430,UPPER PAYA LEBAR,0.7301899836795729,10175.434018635464
308,11180,UPPER THOMSON,3.128228461946325,3573.907767926903
309,920,VICTORIA,0.17410242367949283,5284.24579369233
310,17490,WATERWAY EAST,1.2102271199529229,14451.832810258253
311,2370,WENYA,1.604890954731017,1476.7358448955908
312,4480,WEST COAST,0.5871872068205581,7629.594016970926
313,10340,WOODGROVE,1.3524088317452658,7645.617033317038
314,29320,WOODLANDS EAST,2.0750950070228944,14129.47354254634
315,0,WOODLANDS REGIONAL CENTRE,0.4840612545304127,0.0
316,11950,WOODLANDS SOUTH,1.2807450016837378,9330.506841166565
317,11700,WOODLANDS WEST,1.3397706284498123,8732.838107921158
318,1900,WOODLEIGH,0.6609753071473161,2874.5400614134196
319,810,XILIN,6.221249783205217,130.19891954614369
320,12080,YEW TEE,0.7502443984910785,16101.41978306773
321,0,YIO CHU KANG,0.739030109180904,0.0
322,1420,YIO CHU KANG EAST,1.5130305221905163,938.5137835449415
323,0,YIO CHU KANG NORTH,1.1901227334447166,0.0
324,9150,YIO CHU KANG WEST,0.6876037784966068,13307.082197840415
325,1320,YISHUN CENTRAL,0.35461667891987136,3722.329147124705
326,21920,YISHUN EAST,1.4377856823043766,15245.665796913656
327,14200,YISHUN SOUTH,1.0890892254392825,13038.417485282209
328,18890,YISHUN WEST,1.2334222200767921,15315.112450969076
329,8840,YUHUA EAST,0.7514833956550705,11763.400297479819
330,7000,YUHUA WEST,0.630712720597629,11098.555287369472
331,19390,YUNNAN,1.7928917623379774,10814.930609483607
