hdb_count1
5
27
38
10
1
98
43
105
18
1
29
21
38
27
42
85
60
44
8
94
3
69
8
26
3
1
22
17
2
10
71
117
78
18
69
120
99
68
54
7
54
20
59
23
39
69
10
20
54
73
78
26
2
28
10
78
39
10
5
7
22
21
69
52
38
13
15
42
117
21
41
127
114
72
55
105
67
92
78
108
105
59
105
109
88
64
105
65
90
107
66
94
108
99
66
86
101
105
107
85
94
54
70
95
64
114
106
112
61
112
114
101
91
69
125
114
74
103
61
60
71
172
0
6
0
0
62
13
0
209
8
185
70
0
78
6
0
146
217
7
54
1
6
63
19
0
0
194
186
17
90
140
36
0
13
165
178
4
42
52
150
132
206
81
107
205
148
100
89
85
189
112
190
59
149
227
70
163
148
189
93
104
154
165
86
64
175
182
96
100
185
170
72
204
187
119
213
43
5
39
134
57
57
38
107
115
87
48
204
73
49
142
0
38
80
112
75
0
100
47
15
124
0
97
50
0
223
153
199
57
39
50
101
91
129
132
134
114
134
113
115
128
78
95
131
105
127
112
103
103
97
113
99
109
122
114
112
123
95
125
71
111
112
78
98
134
118
111
35
88
34
41
38
21
35
100
19
51
18
35
38
62
82
79
51
19
29
52
27
95
45
84
22
23
84
81
26
29
115
168
88
139
93
139
52
97
196
49
163
141
77
85
183
37
75
49
155
118
135
97
170
58
199
117
152
50
55
66
38
54
72
55
58
57
60
60
91
70
56
62
65
54
62
61
62
65
65
66
65
41
44
47
21
21
35
21
24
21
14
21
21
20
18
21
28
21
21
21
21
21
67
21
21
26
21
21
31
21
13
64
74
76
70
127
51
77
41
117
66
70
72
113
75
63
62
72
62
61
62
72
67
41
73
65
41
51
48
60
44
53
33
5
34
44
38
64
32
39
57
46
59
40
63
29
67
48
41
49
69
42
0
1
0
0
1
1
0
1
1
0
0
3
2
7
1
0
0
1
1
1
69
4
38
11
58
52
57
90
102
13
100
23
70
83
39
94
92
101
59
48
1
10
21
121
107
10
81
74
55
193
105
58
100
80
22
242
46
90
9
82
80
0
0
75
94
13
11
0
88
0
87
87
9
90
34
62
64
9
63
71
38
16
0
71
5
14
68
61
50
0
71
8
0
12
35
17
38
4
10
55
9
30
17
9
17
39
17
29
0
9
115
124
160
103
107
127
105
126
112
114
105
104
107
99
127
0
1
0
18
11
53
8
0
17
1
1
0
1
0
10
5
10
0
0
0
10
0
10
0
10
10
4
0
10
10
179
99
65
140
62
73
86
122
80
112
88
90
79
171
85
102
81
104
118
116
95
81
79
77
94
100
102
86
86
104
96
85
75
91
107
128
96
63
79
100
96
106
130
124
121
123
103
128
130
105
153
104
128
126
137
96
105
107
68
79
96
75
91
90
73
102
69
75
239
317
107
185
149
254
138
161
313
147
247
262
152
1
1
22
1
0
22
0
1
1
11
0
1
11
57
112
69
90
97
72
72
69
104
63
82
6
6
22
146
221
30
21
178
27
192
138
152
25
78
153
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
1
1
0
0
60
44
66
82
4
45
67
64
12
56
13
196
181
129
176
160
156
161
159
178
178
115
108
113
77
120
81
90
104
102
103
29
8
13
7
17
12
29
76
34
8
219
188
153
222
197
169
56
215
258
89
117
126
114
183
116
209
107
125
0
0
0
0
0
0
0
0
0
117
144
139
162
161
203
121
212
82
35
95
105
34
87
94
95
94
63
99
49
70
61
64
127
109
99
128
138
116
128
120
125
138
79
82
95
83
70
83
83
85
24
11
24
31
0
3
23
4
0
0
0
0
0
0
0
0
232
179
171
253
256
184
162
213
154
165
168
196
176
149
178
150
291
281
287
419
345
367
357
371
89
13
16
8
118
93
0
28
139
176
178
242
155
82
82
21
22
21
33
22
35
22
2
2
2
2
2
2
2
0
35
54
95
113
45
136
152
171
157
176
126
140
229
44
99
96
74
104
101
101
158
102
92
158
172
108
112
232
328
243
225
212
231
0
0
18
0
15
0
289
205
152
259
127
160
164
142
153
147
138
155
61
58
41
37
60
85
0
0
0
62
141
0
0
0
2
0
0
0
0
0
0
0
0
0
0
0
0
0
0
24
8
10
34
6
223
170
119
169
146
28
30
32
84
62
426
441
326
316
65
50
122
3
94
68
70
91
221
216
145
232
108
134
156
164
163
119
150
139
0
0
2
12
18
30
19
17
0
0
0
0
405
490
467
152
146
195
241
250
233
42
86
70
199
236
245
463
416
321
292
428
417
29
10
65
131
209
80
117
0
0
339
183
312
105
112
86
192
227
255
0
0
0
178
31
86
420
415
247
0
0
0
0
0
14
0
0
0
255
258
213
154
107
115
109
103
85
0
0
0
204
169
197
46
78
50
169
0
8
148
125
222
176
461
300
298
316
0
0
0
0
25
127
185
243
223
58
379
337
19
50
403
510
465
335
306
355
1
24
44
50
90
75
0
0
80
61
86
75
56
28
31
42
38
56
84
76
176
385
85
139
0
0
245
135
0
0
122
107
239
96
0
0
142
107
225
185
212
151
0
0
11
21
145
186
188
194
139
319
17
14
77
30
199
36
100
209
52
230
38
0
117
289
154
121
28
0
285
189
61
0
0
379
52
189
0
22
242
159
123
149
243
58
318
194
235
356
227
0
0
0
251
3
0
26
7
134
0
29
144
72
159
312
167
144
189
0
147
56
54
321
171
182
147
0
47
0
57
130
0
245
255
250
121
82
41
