out_WEEKENDS_HOLIDAY_total_0.5
500673.0
1185712.0
232958.0
220642.0
516763.0
44197.0
234408.0
166982.0
507219.0
59695.0
122302.0
315757.0
164687.0
137487.0
72591.0
1010174.0
122013.0
143268.0
180662.0
143201.0
481384.0
1059751.0
615596.0
363398.0
138516.0
93762.0
133858.0
564965.0
318664.0
112222.0
327946.0
130980.0
128245.0
77752.0
65496.0
129142.0
81528.0
318629.0
663251.0
202623.0
316767.0
620433.0
308332.0
309802.0
232586.0
143201.0
766803.0
396456.0
151011.0
481592.0
106426.0
296556.0
156577.0
296221.0
478003.0
791943.0
165758.0
446622.0
565774.0
144051.0
261255.0
14198.0
170681.0
969961.0
557356.0
298931.0
138887.0
235326.0
188111.0
548971.0
65500.0
548811.0
539432.0
29123.0
160163.0
145110.0
221765.0
462564.0
262628.0
218936.0
202967.0
1166968.0
547605.0
580735.0
1376.0
239703.0
245968.0
110692.0
87628.0
141813.0
184400.0
72164.0
444708.0
41886.0
1196139.0
198839.0
43207.0
701743.0
1216503.0
219672.0
265299.0
209758.0
888161.0
206915.0
827282.0
172694.0
201848.0
313086.0
260818.0
324813.0
144432.0
35665.0
509134.0
564413.0
1060185.0
696724.0
186775.0
174337.0
552155.0
184903.0
1453.0
597736.0
207036.0
17167.0
110477.0
242508.0
146259.0
91072.0
269039.0
107204.0
116937.0
122417.0
172372.0
283455.0
718485.0
388805.0
143296.0
994897.0
154549.0
329737.0
329737.0
178742.0
1210071.0
449170.0
