out_WEEKDAY_eating_0.5
769670.0
1770436.0
502122.0
322954.0
786722.0
107604.0
322551.0
256315.0
810605.0
92405.0
201689.0
534348.0
206299.0
233872.0
293571.0
1512744.0
183285.0
187293.0
266806.0
169087.0
600478.0
1458557.0
920797.0
495846.0
149918.0
132508.0
204992.0
859494.0
439058.0
181964.0
405880.0
173455.0
202520.0
108823.0
79966.0
178480.0
132707.0
518714.0
941372.0
345177.0
458462.0
965701.0
316366.0
424160.0
362297.0
169087.0
1089097.0
577727.0
228254.0
681919.0
167268.0
359702.0
246956.0
394405.0
592219.0
1131194.0
230950.0
737900.0
646999.0
142730.0
357325.0
20478.0
258639.0
1397442.0
643247.0
364623.0
157597.0
340696.0
275010.0
583586.0
165416.0
600095.0
635947.0
38376.0
225520.0
285387.0
310699.0
634395.0
339277.0
348234.0
271325.0
1583359.0
843043.0
675724.0
1223.0
346611.0
420062.0
188416.0
135224.0
189455.0
281051.0
166522.0
612029.0
188054.0
1675754.0
268671.0
61087.0
952115.0
1699913.0
308295.0
392878.0
359642.0
1387215.0
349335.0
1296138.0
238624.0
313868.0
430766.0
404047.0
579348.0
218859.0
123314.0
770458.0
771873.0
1541133.0
946702.0
307887.0
279230.0
749376.0
256577.0
1057.0
840576.0
324500.0
88487.0
147716.0
360032.0
235858.0
106692.0
423791.0
149958.0
177352.0
190405.0
251497.0
390897.0
1054191.0
629184.0
262442.0
1461038.0
215090.0
398977.0
398977.0
232647.0
1799620.0
773403.0
