in_WEEKDAY_total_2
9486973.0
9825036.0
8579646.0
7073285.0
5142419.0
2471015.0
8317495.0
7495054.0
6329585.0
8184561.0
5549544.0
8209341.0
10140975.0
8837424.0
9129977.0
9292278.0
3557936.0
4199792.0
8891493.0
821858.0
7832789.0
8398345.0
8350186.0
9391267.0
687277.0
5881834.0
7510793.0
8162827.0
8780678.0
5611190.0
3378823.0
6896859.0
5014317.0
9500170.0
2483641.0
4532007.0
3204882.0
8735747.0
5878314.0
7820083.0
8151294.0
8958082.0
8403981.0
8794781.0
6241264.0
764665.0
7807360.0
8040058.0
3924975.0
6045171.0
4544162.0
8729871.0
7701586.0
7909404.0
8676618.0
5430826.0
9333766.0
6093436.0
6739045.0
6507840.0
7547711.0
4211119.0
8184264.0
8039541.0
7012871.0
7285911.0
5607602.0
7597612.0
6752225.0
5304059.0
3820626.0
4498518.0
7257738.0
1966699.0
3669902.0
6357439.0
8865432.0
8239871.0
7757211.0
10296805.0
7474970.0
9147106.0
7429250.0
7399713.0
1244860.0
3700283.0
3446879.0
3135541.0
1355222.0
8692897.0
7672923.0
6431813.0
3777861.0
2942415.0
8652913.0
4292050.0
4232052.0
5121145.0
8706609.0
5081843.0
2171279.0
7703994.0
5429163.0
8650589.0
5356672.0
4796471.0
3903365.0
7456725.0
8029052.0
7619977.0
7237014.0
4477612.0
6874280.0
5318198.0
9110503.0
5282883.0
7163576.0
5308846.0
5698990.0
7270529.0
1481495.0
5431156.0
7215298.0
1768246.0
6992424.0
7881150.0
8388270.0
7419430.0
8026191.0
6298419.0
7608869.0
4967478.0
6390610.0
5996392.0
8692184.0
7393124.0
1191240.0
9615688.0
2998075.0
2780665.0
3321225.0
9259917.0
9873987.0
7676247.0
