in_WEEKENDS_HOLIDAY_working_2
2800332.0
2874848.0
2529805.0
2161331.0
1576294.0
621260.0
2575949.0
2316481.0
1923545.0
2451052.0
1636559.0
2440965.0
2919845.0
2474949.0
2712311.0
2711470.0
1074126.0
1284407.0
2710921.0
237842.0
2553839.0
2707107.0
2607869.0
2927968.0
201516.0
1925826.0
2459450.0
2497674.0
2772761.0
1715004.0
1218115.0
2135194.0
1490379.0
2885392.0
879681.0
1637070.0
990670.0
2663753.0
1848726.0
2813286.0
2739427.0
2753613.0
2990471.0
2782823.0
1883341.0
227387.0
2500168.0
2369096.0
1204876.0
1829118.0
1402213.0
3208761.0
2434651.0
2263305.0
3160888.0
1720707.0
2960384.0
1942941.0
2414233.0
2349304.0
2730045.0
1297999.0
2817632.0
2362870.0
2516452.0
2616243.0
2029695.0
2428866.0
1990436.0
1859928.0
1193312.0
1559339.0
2429232.0
617620.0
1260504.0
2156086.0
2698743.0
2761619.0
2721358.0
3220158.0
2350772.0
2905934.0
2338239.0
2459133.0
361200.0
1175626.0
973958.0
1032372.0
392182.0
3003803.0
2161966.0
1800059.0
1182821.0
846327.0
2539843.0
1371908.0
1190663.0
1603610.0
2554551.0
1521603.0
522280.0
2369892.0
1534300.0
2744329.0
1530020.0
1511741.0
1218314.0
2374772.0
2553422.0
2500489.0
2091744.0
1319467.0
2174971.0
1712089.0
2756279.0
1657420.0
2211668.0
1652770.0
1860216.0
2264061.0
496593.0
1683125.0
2125180.0
520254.0
2047297.0
2278714.0
2454303.0
2374259.0
2560113.0
1978869.0
2438476.0
1556864.0
2051514.0
2000063.0
2674711.0
2152373.0
263998.0
2913241.0
934369.0
935033.0
1094734.0
3175232.0
2889185.0
2169965.0
