in_WEEKDAY_working_2
7661928.0
7962151.0
6973328.0
5769610.0
4162594.0
2073562.0
6758296.0
6093624.0
5129188.0
6532730.0
4482204.0
6608941.0
8236640.0
7125960.0
7392313.0
7501744.0
2845874.0
3409557.0
7127993.0
573955.0
6472383.0
6809799.0
6779494.0
7659587.0
464993.0
4793377.0
6181415.0
6522785.0
7065810.0
4455840.0
2823452.0
5470323.0
4080681.0
7675003.0
2083275.0
3684036.0
2683413.0
7099027.0
4761237.0
6281860.0
6633748.0
7166263.0
6775943.0
7229289.0
5197803.0
516777.0
6452880.0
6637461.0
3233033.0
4786835.0
3641957.0
6838768.0
6336863.0
6541003.0
6787729.0
4375645.0
7703199.0
5067816.0
5278344.0
5138187.0
6032136.0
3348514.0
6531913.0
6637972.0
5486203.0
5728536.0
4385700.0
6249608.0
5543058.0
4226977.0
3150118.0
3593824.0
5845812.0
1552543.0
2937363.0
5122361.0
7272040.0
6893130.0
6139033.0
8327408.0
5858309.0
7208815.0
5823599.0
5987554.0
959141.0
3158236.0
2960841.0
2565335.0
1167990.0
7061618.0
6048379.0
5380732.0
3054130.0
2486676.0
6791536.0
3435286.0
3483683.0
4132279.0
6834455.0
4334065.0
1845631.0
6143525.0
4517489.0
6827731.0
4451592.0
3866075.0
3134657.0
6019233.0
6497277.0
6431671.0
5668786.0
3620241.0
5597881.0
4293589.0
7156203.0
4261890.0
5713157.0
4337154.0
4580708.0
5875215.0
1166803.0
4391791.0
5646566.0
1412311.0
5392586.0
6196648.0
6602921.0
5871866.0
6326531.0
4960525.0
6002701.0
4009365.0
5229353.0
4825590.0
6852705.0
5802376.0
943630.0
7562930.0
2362874.0
2260953.0
2715112.0
7568054.0
7991921.0
6049473.0
