out_WEEKENDS_HOLIDAY_total_1
1154452.0
1783154.0
900572.0
501607.0
864626.0
117755.0
1715387.0
487144.0
778386.0
303455.0
523187.0
907478.0
1930984.0
505934.0
639591.0
1972413.0
450538.0
745459.0
1095595.0
285150.0
1021867.0
1679718.0
1397727.0
1483313.0
281717.0
212134.0
1014593.0
1327474.0
908256.0
621142.0
599491.0
526877.0
334888.0
468604.0
552212.0
529967.0
193746.0
1134292.0
1083368.0
1031393.0
890624.0
1318850.0
1144986.0
1584008.0
600545.0
285150.0
1545608.0
1555500.0
399023.0
718876.0
356640.0
1224476.0
671701.0
1329464.0
1622193.0
1099316.0
1433408.0
768206.0
1569887.0
644286.0
835864.0
592600.0
383608.0
1451050.0
1411898.0
1180606.0
794705.0
1392749.0
598947.0
887643.0
425478.0
785716.0
961814.0
56592.0
696229.0
910038.0
789136.0
1122232.0
1114399.0
897392.0
552303.0
2076475.0
887942.0
974388.0
58420.0
454616.0
623120.0
175663.0
167379.0
714198.0
894436.0
315065.0
782677.0
170030.0
1655031.0
909884.0
269797.0
1241206.0
1655472.0
536075.0
387665.0
1145039.0
1429874.0
1979999.0
1232080.0
1159004.0
496134.0
910426.0
1161663.0
1105209.0
511366.0
270293.0
1019254.0
945208.0
1505949.0
1112512.0
1189214.0
857849.0
889729.0
960064.0
289324.0
1032751.0
634655.0
48884.0
1539726.0
1104736.0
1622622.0
674463.0
1604074.0
463855.0
473014.0
877225.0
406762.0
1191561.0
1343770.0
1925332.0
166996.0
1545801.0
324854.0
419721.0
456101.0
806533.0
1827219.0
987507.0
