in_WEEKDAY_working_0.2
321745.0
237114.0
46653.0
94486.0
660332.0
74468.0
162958.0
155583.0
841979.0
18938.0
116020.0
74862.0
124884.0
198239.0
0.0
207983.0
120641.0
59744.0
83924.0
125098.0
378153.0
1673734.0
156924.0
259420.0
158165.0
54731.0
92956.0
71396.0
143858.0
47516.0
361069.0
30629.0
70605.0
122740.0
0.0
49895.0
59455.0
244245.0
0.0
86261.0
279730.0
796982.0
146282.0
77625.0
178401.0
59760.0
1233786.0
80060.0
142800.0
70338.0
36656.0
131148.0
113072.0
249121.0
65192.0
965657.0
0.0
759631.0
507003.0
25007.0
262941.0
4816.0
73083.0
1191244.0
344891.0
38108.0
2462.0
99842.0
88843.0
186663.0
78545.0
134134.0
319864.0
13071.0
111210.0
1675.0
0.0
669699.0
151575.0
170084.0
37130.0
1741247.0
432175.0
517929.0
0.0
32406.0
267782.0
60491.0
15389.0
41829.0
130145.0
211508.0
599985.0
101675.0
20978.0
93997.0
14114.0
737949.0
2347485.0
143055.0
146763.0
171511.0
252011.0
54631.0
1515054.0
65711.0
317904.0
150347.0
130642.0
137814.0
68711.0
58859.0
657142.0
6086.0
2143304.0
810328.0
37742.0
15392.0
685976.0
103527.0
27.0
1134540.0
193877.0
81040.0
37707.0
133474.0
52942.0
88254.0
175527.0
103389.0
131749.0
88225.0
108695.0
394842.0
64031.0
95221.0
399240.0
5713.0
54456.0
0.0
296425.0
46562.0
1494437.0
629036.0
