out_WEEKENDS_HOLIDAY_working_0.5
396360.0
1030824.0
189518.0
166009.0
452859.0
40183.0
168666.0
132747.0
438688.0
43808.0
94589.0
244840.0
126835.0
117018.0
57530.0
881082.0
91632.0
117544.0
140090.0
115343.0
419598.0
902119.0
529884.0
284902.0
114540.0
76331.0
106838.0
416072.0
276258.0
87585.0
293358.0
96966.0
93970.0
53624.0
48896.0
103670.0
62788.0
239366.0
572461.0
163192.0
248086.0
528449.0
255470.0
253166.0
190769.0
115343.0
663745.0
331816.0
114971.0
413311.0
78159.0
242336.0
129476.0
221055.0
403523.0
690680.0
125734.0
399438.0
508116.0
126626.0
206989.0
12599.0
147628.0
822570.0
504180.0
260325.0
125133.0
182003.0
146011.0
501806.0
53973.0
496387.0
487996.0
22326.0
140411.0
121718.0
174237.0
381288.0
224281.0
182644.0
161703.0
985540.0
437274.0
524272.0
1236.0
195574.0
208368.0
92312.0
76296.0
121178.0
129997.0
62334.0
373096.0
35505.0
987190.0
151582.0
33378.0
597712.0
1003045.0
186526.0
232065.0
160388.0
751544.0
151154.0
705971.0
127042.0
173803.0
249266.0
206273.0
277320.0
107892.0
31471.0
426291.0
493378.0
914997.0
593230.0
139254.0
149352.0
482892.0
158261.0
1370.0
505169.0
152034.0
15253.0
90959.0
174292.0
104619.0
78519.0
206307.0
74079.0
98776.0
91372.0
121527.0
225859.0
596577.0
309011.0
121906.0
863245.0
110100.0
297262.0
297262.0
152170.0
1051753.0
371403.0
