out_WEEKENDS_HOLIDAY_total_0.2
176199.0
121095.0
23300.0
31517.0
295275.0
28753.0
81685.0
76688.0
436113.0
10281.0
49658.0
45997.0
72417.0
97733.0
0.0
126891.0
54234.0
44635.0
38896.0
125143.0
124658.0
896347.0
62455.0
136741.0
138516.0
27238.0
26130.0
41962.0
41177.0
31388.0
227105.0
16134.0
22529.0
56365.0
878.0
18321.0
22384.0
120405.0
0.0
38077.0
153107.0
371500.0
68252.0
46101.0
105944.0
18058.0
615513.0
39237.0
69246.0
34815.0
16635.0
140861.0
71647.0
125610.0
33498.0
477787.0
0.0
386586.0
230333.0
11402.0
113502.0
4889.0
40930.0
566592.0
243014.0
24723.0
9947.0
56551.0
50905.0
249201.0
18520.0
67859.0
178319.0
9432.0
43116.0
2316.0
0.0
307308.0
92627.0
49082.0
29248.0
1025688.0
113430.0
272997.0
0.0
22890.0
88948.0
29418.0
7515.0
33787.0
63947.0
61731.0
314576.0
23899.0
10137.0
46325.0
12532.0
275507.0
1111442.0
71162.0
74711.0
70447.0
70374.0
18706.0
663354.0
37491.0
173976.0
84565.0
74795.0
51512.0
32256.0
17430.0
276152.0
2905.0
940683.0
440425.0
20851.0
7338.0
458436.0
77709.0
1434.0
532845.0
105774.0
14859.0
32161.0
89452.0
43652.0
73753.0
98398.0
52467.0
89027.0
35795.0
50060.0
198203.0
66271.0
49320.0
137701.0
1227.0
25754.0
0.0
169609.0
27964.0
741267.0
325322.0
