hdb_count1
381
305
273
164
223
8
241
126
210
161
225
271
282
159
148
372
187
143
363
0
111
234
291
347
0
2
133
446
132
324
55
244
71
245
78
71
57
316
144
98
189
442
114
315
100
0
237
262
220
309
377
16
254
199
40
161
263
193
78
8
80
229
26
271
56
17
18
100
176
0
44
0
46
96
0
22
231
274
19
369
140
340
238
67
0
138
136
0
7
117
301
76
248
48
280
340
36
314
279
117
21
208
205
377
197
346
239
246
267
198
244
6
290
95
257
270
280
227
90
97
0
271
276
10
187
456
277
127
227
224
151
197
192
201
229
413
0
206
66
13
20
180
318
398
