in_WEEKDAY_working_1
2458069.0
3636738.0
2244509.0
1175514.0
1763958.0
386116.0
3313050.0
1028133.0
1542544.0
650737.0
1218739.0
2011560.0
3965510.0
1268956.0
1683201.0
4108186.0
970165.0
1483869.0
2429814.0
357415.0
1829094.0
3320879.0
2994308.0
3033842.0
343023.0
513456.0
2008882.0
3012064.0
1880594.0
1371049.0
1058773.0
1027013.0
780573.0
1087730.0
1066379.0
968754.0
469512.0
2555535.0
2083832.0
1836875.0
1736967.0
2745559.0
1926407.0
3284822.0
1487376.0
357415.0
3122487.0
3628882.0
844028.0
1421194.0
806383.0
1942981.0
1389988.0
3046471.0
2645597.0
2110181.0
2991107.0
1670733.0
2479214.0
949497.0
1477726.0
1121280.0
977152.0
3184712.0
2279342.0
1977003.0
1299299.0
2973626.0
1236759.0
1445311.0
1105689.0
1243924.0
2059199.0
114598.0
1116272.0
1871010.0
1705600.0
2366002.0
1904890.0
1846862.0
1100860.0
4030585.0
1712653.0
2050398.0
54852.0
993250.0
1520567.0
396866.0
441408.0
1373336.0
1962882.0
916539.0
1512271.0
575481.0
3479443.0
1761077.0
559099.0
2455449.0
3536331.0
1149204.0
771834.0
2498345.0
3279054.0
3911874.0
2890065.0
2236234.0
1041150.0
2003186.0
2554336.0
2594683.0
1041867.0
616338.0
2265040.0
1808598.0
3426447.0
2258815.0
2581043.0
1826351.0
1664372.0
1841027.0
462444.0
2222273.0
1367218.0
215189.0
3117183.0
2308568.0
3505014.0
1195401.0
3197318.0
940736.0
899315.0
1882572.0
910882.0
2350194.0
2492673.0
4109702.0
498644.0
3376820.0
640686.0
647618.0
761175.0
1669208.0
3739223.0
2126794.0
