in_WEEKENDS_HOLIDAY_total_0.5
491482.0
1154418.0
238557.0
219601.0
483928.0
44686.0
239213.0
163245.0
477668.0
55470.0
123214.0
290922.0
155606.0
149294.0
85946.0
997530.0
130632.0
139136.0
180360.0
138162.0
483203.0
1059432.0
633510.0
374143.0
139119.0
92290.0
141211.0
581146.0
306486.0
112353.0
327353.0
127753.0
163019.0
85718.0
68122.0
142362.0
85115.0
333207.0
729610.0
212127.0
281488.0
638670.0
353801.0
309336.0
235875.0
138162.0
779725.0
325196.0
153317.0
450455.0
111775.0
299031.0
142930.0
268428.0
371597.0
791119.0
162783.0
413333.0
601300.0
136328.0
274521.0
11363.0
171105.0
1032408.0
591460.0
299615.0
104888.0
244214.0
203018.0
545140.0
80201.0
543843.0
560920.0
28882.0
196482.0
150939.0
231065.0
473599.0
276962.0
204486.0
220934.0
1205615.0
507445.0
591102.0
1176.0
239572.0
234839.0
103277.0
91159.0
136449.0
193210.0
88113.0
459029.0
41898.0
1251940.0
160001.0
45571.0
739086.0
1281814.0
216026.0
272126.0
199793.0
914284.0
202037.0
854430.0
149756.0
189699.0
328241.0
270097.0
314881.0
136225.0
34715.0
517537.0
507019.0
1154101.0
736269.0
182228.0
156080.0
520305.0
184191.0
1705.0
652507.0
191638.0
15985.0
121945.0
226438.0
160982.0
77721.0
266780.0
116770.0
100450.0
134021.0
167688.0
293692.0
679710.0
320234.0
163270.0
1095124.0
144531.0
338801.0
338801.0
205783.0
1170513.0
380360.0
