out_WEEKDAY_eating_2
5515575.0
5693398.0
4960106.0
4160213.0
2914560.0
1592729.0
4789990.0
4386190.0
3624849.0
4772583.0
3254392.0
4751049.0
5944187.0
5241203.0
5304063.0
5353077.0
2141434.0
2414796.0
5046572.0
528513.0
4619285.0
4785519.0
4800006.0
5409984.0
431805.0
3318763.0
4487667.0
4648625.0
5107522.0
3067958.0
1905422.0
3947073.0
3087191.0
5522634.0
1427668.0
2627783.0
1890430.0
5131164.0
3451056.0
4509269.0
4782791.0
5096855.0
4833287.0
5074882.0
3686745.0
469094.0
4298847.0
4583704.0
2261159.0
3442854.0
2588584.0
4863048.0
4457022.0
4511599.0
4911428.0
3211634.0
5299077.0
3549155.0
3904146.0
3739452.0
4419886.0
2396198.0
4764386.0
4612523.0
4005408.0
4197395.0
3308227.0
4268834.0
3796359.0
3009402.0
2250376.0
2605678.0
4262946.0
1145157.0
2039626.0
3721810.0
5155673.0
4576774.0
4481365.0
5801193.0
4349840.0
5245736.0
4241031.0
4254122.0
815467.0
2125387.0
1958405.0
1786998.0
786412.0
4920503.0
4451327.0
3622384.0
2213157.0
1796387.0
5038361.0
2412785.0
2393324.0
2983861.0
5050306.0
3073281.0
1340917.0
4307413.0
3089341.0
4910386.0
3050553.0
2702295.0
2223826.0
4271824.0
4684855.0
4488468.0
4110905.0
2799586.0
3873501.0
3187391.0
5253171.0
3076872.0
3970809.0
3089143.0
3343572.0
4276853.0
832559.0
3075552.0
4076358.0
1072639.0
3934567.0
4518129.0
4822223.0
4169252.0
4428210.0
3463609.0
4271470.0
2802344.0
3616815.0
3522626.0
4809473.0
4191907.0
696691.0
5575476.0
1839032.0
1604247.0
1936917.0
5260284.0
5728989.0
4441541.0
