out_WEEKDAY_working_2
7820453.0
8086304.0
7046637.0
5845030.0
4060355.0
2154132.0
6792178.0
6222464.0
5039929.0
6773374.0
4518821.0
6726053.0
8410180.0
7431620.0
7556737.0
7615107.0
2948521.0
3371479.0
7092333.0
671387.0
6433288.0
6842533.0
6717077.0
7527173.0
559482.0
4752361.0
6223685.0
6518925.0
7226495.0
4327762.0
2769064.0
5555391.0
4240592.0
7695573.0
2053788.0
3702416.0
2612919.0
7096162.0
4853399.0
6475687.0
6705077.0
7135779.0
7012755.0
7211771.0
5084163.0
601258.0
6102564.0
6501054.0
3073543.0
4848858.0
3611698.0
7329053.0
6340027.0
6330876.0
7358847.0
4534191.0
7486723.0
4999068.0
5737134.0
5633135.0
6391088.0
3338849.0
6957524.0
6530430.0
5936963.0
6303631.0
4895017.0
6051757.0
5436728.0
4412595.0
3293083.0
3813665.0
6316027.0
1610763.0
2982021.0
5534109.0
7318110.0
6676727.0
6703187.0
8174598.0
6113005.0
7314586.0
5957891.0
6263171.0
1137834.0
3130786.0
2843682.0
2594403.0
1109018.0
7326642.0
6024079.0
5298943.0
2973476.0
2488984.0
6946899.0
3429075.0
3435684.0
4203311.0
6960777.0
4329549.0
1914339.0
6078616.0
4410994.0
6846826.0
4365918.0
3823806.0
3093523.0
6041837.0
6589508.0
6424502.0
5696410.0
3766446.0
5382807.0
4414297.0
7311969.0
4335410.0
5612928.0
4326659.0
4645699.0
5967677.0
1216314.0
4297636.0
5696082.0
1456933.0
5420191.0
6178444.0
6600341.0
5880367.0
6216283.0
4826730.0
6043882.0
3917678.0
5138024.0
4934558.0
6803505.0
5810434.0
904605.0
7754602.0
2495624.0
2288798.0
2761303.0
7810372.0
8130660.0
6021832.0
