in_WEEKENDS_HOLIDAY_eating_0.5
256685.0
588913.0
127098.0
120445.0
247242.0
23496.0
128665.0
86984.0
247081.0
29313.0
65176.0
149271.0
86138.0
80214.0
45521.0
509763.0
70136.0
70006.0
97171.0
60606.0
254012.0
549137.0
328138.0
201675.0
57331.0
49149.0
76753.0
307191.0
157882.0
59182.0
167224.0
69047.0
89405.0
46698.0
36124.0
77883.0
47050.0
180674.0
371978.0
111225.0
152001.0
326005.0
178469.0
167699.0
123879.0
60606.0
409587.0
171222.0
81924.0
225678.0
60464.0
148812.0
76529.0
147573.0
188897.0
401418.0
86831.0
214430.0
305089.0
59871.0
141821.0
6072.0
92830.0
529537.0
296731.0
143207.0
48913.0
130772.0
109471.0
269688.0
41541.0
271378.0
286561.0
15044.0
95398.0
69765.0
125396.0
252636.0
133512.0
102215.0
120210.0
614395.0
256645.0
303215.0
528.0
129526.0
128326.0
54254.0
48892.0
70561.0
104517.0
46289.0
240037.0
22416.0
640902.0
87829.0
24720.0
371869.0
657113.0
115358.0
141633.0
108174.0
493014.0
111863.0
460862.0
83288.0
96726.0
179509.0
146330.0
168041.0
71863.0
18116.0
273311.0
260590.0
601719.0
370402.0
98400.0
82798.0
268099.0
95972.0
741.0
338429.0
105034.0
6887.0
67756.0
122866.0
86340.0
41114.0
148513.0
62529.0
51093.0
72083.0
88757.0
156883.0
355674.0
170348.0
97174.0
568893.0
80861.0
164251.0
164251.0
108667.0
597089.0
200257.0
