in_WEEKENDS_HOLIDAY_total_0.2
166975.0
129408.0
21963.0
49349.0
317446.0
28214.0
84812.0
74166.0
410018.0
8752.0
49446.0
34720.0
69780.0
87719.0
0.0
107058.0
58625.0
37500.0
42692.0
107605.0
197166.0
903356.0
72614.0
131958.0
139119.0
27583.0
40774.0
33029.0
74746.0
22940.0
222062.0
19537.0
31134.0
60989.0
2642.0
23849.0
19804.0
117951.0
0.0
39420.0
132148.0
409584.0
107934.0
42137.0
87949.0
30557.0
633903.0
32795.0
69158.0
35939.0
16057.0
83795.0
54660.0
124290.0
36578.0
517400.0
0.0
363019.0
332128.0
34365.0
130114.0
2952.0
36253.0
618285.0
239923.0
26063.0
4542.0
56727.0
43028.0
152052.0
21328.0
83421.0
176155.0
9145.0
62059.0
189.0
0.0
318707.0
88481.0
87019.0
22033.0
954700.0
223434.0
321812.0
0.0
15720.0
82536.0
26783.0
6617.0
25420.0
56352.0
76023.0
310860.0
24421.0
10955.0
47536.0
10115.0
405007.0
1175453.0
58484.0
76106.0
72538.0
111084.0
21823.0
650811.0
33373.0
162231.0
79864.0
66306.0
53864.0
35085.0
18114.0
300778.0
4001.0
1041802.0
461555.0
18796.0
6418.0
404944.0
74614.0
43.0
566069.0
98139.0
13713.0
25780.0
67577.0
22825.0
62873.0
98896.0
52652.0
74238.0
37956.0
54581.0
208050.0
37083.0
49860.0
160530.0
1204.0
29360.0
0.0
192589.0
24069.0
740720.0
267256.0
