blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,address,latitude,longitude,polygon
222,BEDOK NTH DR,1,2021,N,N,N,N,N,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,222 BEDOK NTH DR,1.32449197461735,103.927900348438,BEDOK NORTH
222,BISHAN ST 23,17,1990,Y,Y,N,N,N,N,BH,67,0,0,0,0,0,67,0,0,0,0,0,0,222 BISHAN ST 23,1.35803232624061,103.848211390712,MARYMOUNT
222,BT BATOK EAST AVE 3,4,1984,Y,N,N,N,N,N,BB,20,0,0,0,0,0,20,0,0,0,0,0,0,222 BT BATOK EAST AVE 3,1.3478485406884,103.754034926985,BUKIT BATOK CENTRAL
222,HOUGANG ST 21,9,1990,Y,Y,N,N,N,N,HG,72,0,0,0,0,0,72,0,0,0,0,0,0,222 HOUGANG ST 21,1.35633467879656,103.883722694788,LORONG AH SOO
222,JURONG EAST ST 21,4,1984,Y,N,N,N,N,N,JE,24,0,0,8,16,0,0,0,0,0,0,0,0,222 JURONG EAST ST 21,1.34081722087136,103.735755582653,YUHUA EAST
222,LOR 8 TOA PAYOH,20,1975,Y,Y,N,Y,N,N,TP,266,0,0,0,266,0,0,0,0,0,0,0,0,222 LOR 8 TOA PAYOH,1.34177310664554,103.856039796964,LORONG 8 TOA PAYOH
222,PASIR RIS ST 21,12,1992,Y,N,N,N,N,N,PRC,44,0,0,0,0,0,44,0,0,0,0,0,0,222 PASIR RIS ST 21,1.37069478705346,103.961797016209,PASIR RIS DRIVE
222,PENDING RD,4,1987,Y,N,N,N,N,N,BP,22,0,0,9,7,6,0,0,0,0,0,0,0,222 PENDING RD,1.37521334525041,103.774095682531,BANGKIT
222,SERANGOON AVE 4,12,1984,Y,Y,N,N,N,N,SGN,156,0,0,97,57,2,0,0,0,0,0,0,0,222 SERANGOON AVE 4,1.35842952473611,103.8712240101,SERANGOON GARDEN
222,SIMEI ST 4,11,1987,Y,N,N,N,N,N,TAP,80,0,0,0,44,36,0,0,0,0,0,0,0,222 SIMEI ST 4,1.34153100400286,103.956985966766,SIMEI
222,SUMANG LANE,8,2017,N,N,N,Y,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,222 SUMANG LANE,1.40111268213054,103.894269098915,MATILDA
222,TAMPINES ST 24,12,1984,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0,222 TAMPINES ST 24,1.35551706060218,103.952686477721,TAMPINES EAST
222,YISHUN ST 21,12,1984,Y,N,N,N,N,N,YS,101,0,0,48,44,9,0,0,0,0,0,0,0,222 YISHUN ST 21,1.43402857149304,103.835717035715,NORTHLAND
222A,BEDOK NTH DR,17,2021,Y,N,N,Y,N,Y,BD,136,0,0,0,136,0,0,0,0,0,0,0,0,222A BEDOK NTH DR,1.32500460459969,103.92777031436,BEDOK NORTH
222A,SUMANG LANE,17,2017,Y,N,N,N,N,N,PG,144,0,64,32,48,0,0,0,0,0,0,0,0,222A SUMANG LANE,1.40112566398084,103.893476425427,MATILDA
222B,BEDOK NTH DR,17,2021,Y,N,N,N,N,N,BD,162,0,28,0,134,0,0,0,0,0,0,0,0,222B BEDOK NTH DR,1.32458005260143,103.927932016592,BEDOK NORTH
222C,BEDOK NTH DR,16,2021,Y,N,N,Y,N,N,BD,202,0,172,0,30,0,0,0,0,0,0,0,0,222C BEDOK NTH DR,1.3241279645869,103.9280621579,BEDOK NORTH
223,ANG MO KIO AVE 1,12,1976,Y,N,N,N,N,N,AMK,153,0,0,130,22,1,0,0,0,0,0,0,0,223 ANG MO KIO AVE 1,1.36604808445916,103.838122716883,SHANGRI-LA
223,BEDOK NTH DR,5,2022,N,N,N,Y,N,Y,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,223 BEDOK NTH DR,1.32466306448194,103.927574606795,BEDOK NORTH
223,BISHAN ST 23,16,1990,Y,Y,N,N,N,N,BH,92,0,0,0,40,29,23,0,0,0,0,0,0,223 BISHAN ST 23,1.35844205362798,103.848263884941,MARYMOUNT
223,BT BATOK EAST AVE 3,13,1984,Y,N,N,N,N,N,BB,84,0,0,0,0,0,84,0,0,0,0,0,0,223 BT BATOK EAST AVE 3,1.34801554533173,103.753397257075,BUKIT BATOK CENTRAL
223,CHOA CHU KANG CTRL,13,1991,Y,Y,N,N,N,N,CCK,104,0,0,0,64,40,0,0,0,0,0,0,0,223 CHOA CHU KANG CTRL,1.38148413412097,103.744533459829,CHOA CHU KANG CENTRAL
223,JURONG EAST ST 21,4,1984,Y,N,N,N,N,N,JE,24,0,0,0,24,0,0,0,0,0,0,0,0,223 JURONG EAST ST 21,1.34107201241895,103.736089674372,YUHUA EAST
223,LOR 8 TOA PAYOH,25,1975,Y,N,N,N,N,N,TP,96,0,0,0,0,96,0,0,0,0,0,0,0,223 LOR 8 TOA PAYOH,1.34126479712806,103.855552754659,LORONG 8 TOA PAYOH
223,PASIR RIS ST 21,12,1992,Y,N,N,N,N,N,PRC,44,0,0,0,0,0,44,0,0,0,0,0,0,223 PASIR RIS ST 21,1.37064325604553,103.961453770838,PASIR RIS DRIVE
223,PENDING RD,12,1986,Y,N,N,N,N,N,BP,132,0,0,66,66,0,0,0,0,0,0,0,0,223 PENDING RD,1.37573517510314,103.773609219643,BANGKIT
223,SERANGOON AVE 4,12,1984,Y,N,N,N,N,N,SGN,158,0,0,101,57,0,0,0,0,0,0,0,0,223 SERANGOON AVE 4,1.35756151365917,103.870610329774,SERANGOON GARDEN
223,SIMEI ST 4,11,1987,Y,N,N,N,N,N,TAP,80,0,0,0,44,36,0,0,0,0,0,0,0,223 SIMEI ST 4,1.34208899237085,103.95764714793,SIMEI
223,TAMPINES ST 24,4,1984,Y,N,N,N,N,N,TAP,32,0,0,16,16,0,0,0,0,0,0,0,0,223 TAMPINES ST 24,1.35538447535137,103.953204502396,TAMPINES EAST
223,YISHUN ST 21,12,1984,Y,Y,N,Y,N,N,YS,99,0,0,44,44,11,0,0,0,0,0,0,0,223 YISHUN ST 21,1.4343740126715,103.835607639262,NORTHLAND
223A,COMPASSVALE WALK,16,1998,Y,N,N,Y,N,N,SK,96,0,0,0,81,15,0,0,0,0,0,0,0,223A COMPASSVALE WALK,1.38813209503832,103.89725765372,SENGKANG TOWN CENTRE
223A,JURONG EAST ST 21,10,1984,Y,Y,N,Y,N,N,JE,63,0,0,0,0,31,32,0,0,0,0,0,0,223A JURONG EAST ST 21,1.3413721526482,103.736754200548,YUHUA EAST
223A,SUMANG LANE,17,2017,Y,N,N,N,N,N,PG,504,0,0,0,0,0,0,0,0,280,224,0,0,223A SUMANG LANE,1.40126215500963,103.892836872782,MATILDA
223A,SERANGOON AVE 4,14,2011,Y,N,N,Y,N,N,SGN,247,0,0,0,0,0,0,0,0,182,65,0,0,223A SERANGOON AVE 4,1.35784166371874,103.871144562235,SERANGOON GARDEN
223B,COMPASSVALE WALK,16,1998,Y,N,N,N,N,N,SK,59,0,0,0,0,59,0,0,0,0,0,0,0,223B COMPASSVALE WALK,1.38826763047915,103.897668214391,SENGKANG TOWN CENTRE
223C,COMPASSVALE WALK,16,1998,Y,N,N,N,N,N,SK,59,0,0,0,0,59,0,0,0,0,0,0,0,223C COMPASSVALE WALK,1.38871268226762,103.89775620823,SENGKANG TOWN CENTRE
223D,COMPASSVALE WALK,16,1998,Y,N,N,Y,N,N,SK,96,0,0,0,81,15,0,0,0,0,0,0,0,223D COMPASSVALE WALK,1.3894280646493,103.897466975342,SENGKANG TOWN CENTRE
224,ANG MO KIO AVE 1,11,1976,Y,N,N,N,N,N,AMK,160,0,0,0,0,0,0,0,0,0,160,0,0,224 ANG MO KIO AVE 1,1.36652735866587,103.838244397593,SHANGRI-LA
224,BISHAN ST 23,25,1990,Y,Y,N,N,N,N,BH,100,0,0,0,53,26,21,0,0,0,0,0,0,224 BISHAN ST 23,1.3589454923031,103.847698656761,MARYMOUNT
224,BT BATOK ST 21,4,1984,Y,N,N,N,N,N,BB,46,0,0,28,16,2,0,0,0,0,0,0,0,224 BT BATOK ST 21,1.34772275800146,103.752567106833,BUKIT BATOK CENTRAL
224,CHOA CHU KANG CTRL,11,1991,Y,N,N,N,N,N,CCK,72,0,0,0,52,20,0,0,0,0,0,0,0,224 CHOA CHU KANG CTRL,1.38078152626664,103.74466959968,CHOA CHU KANG CENTRAL
224,JURONG EAST ST 21,12,1984,Y,N,N,N,N,N,JE,88,0,0,0,88,0,0,0,0,0,0,0,0,224 JURONG EAST ST 21,1.34171403139747,103.736733166148,YUHUA EAST
224,LOR 8 TOA PAYOH,25,1975,Y,N,N,N,N,N,TP,96,0,0,0,0,96,0,0,0,0,0,0,0,224 LOR 8 TOA PAYOH,1.34117607884148,103.85606624411,LORONG 8 TOA PAYOH
224,PASIR RIS ST 21,12,1992,Y,N,N,N,N,N,PRC,55,0,0,0,0,0,55,0,0,0,0,0,0,224 PASIR RIS ST 21,1.37062192913962,103.961110522182,PASIR RIS DRIVE
224,PENDING RD,4,1987,Y,N,N,N,N,N,BP,22,0,0,9,7,6,0,0,0,0,0,0,0,224 PENDING RD,1.37592215469112,103.773000511438,BANGKIT
224,SERANGOON AVE 4,13,1983,Y,Y,N,N,N,N,SGN,120,0,0,0,120,0,0,0,0,0,0,0,0,224 SERANGOON AVE 4,1.35720575037063,103.87083128115,SERANGOON GARDEN
224,SIMEI ST 4,11,1988,Y,N,N,N,N,N,TAP,110,0,0,0,58,52,0,0,0,0,0,0,0,224 SIMEI ST 4,1.34287178966991,103.95756183721,SIMEI
224,SUMANG LANE,1,2018,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,224 SUMANG LANE,1.40154985554381,103.893607003125,MATILDA
224,TAMPINES ST 23,4,1984,Y,N,N,N,N,N,TAP,32,0,0,16,16,0,0,0,0,0,0,0,0,224 TAMPINES ST 23,1.35538493501861,103.95348853253,TAMPINES EAST
224,YISHUN ST 21,10,1984,Y,N,N,N,N,N,YS,97,0,0,45,37,15,0,0,0,0,0,0,0,224 YISHUN ST 21,1.43463286013578,103.835208223916,NORTHLAND
224A,COMPASSVALE WALK,14,1998,Y,N,N,N,N,N,SK,78,0,0,0,65,13,0,0,0,0,0,0,0,224A COMPASSVALE WALK,1.38788229920987,103.898019126927,SENGKANG TOWN CENTRE
224A,SUMANG LANE,18,2017,Y,Y,N,Y,N,N,PG,136,0,0,68,68,0,0,0,0,0,0,0,0,224A SUMANG LANE,1.40195144648238,103.892808462281,MATILDA
224B,COMPASSVALE WALK,16,1998,Y,N,N,N,N,N,SK,59,0,0,0,0,59,0,0,0,0,0,0,0,224B COMPASSVALE WALK,1.38821172789787,103.897870950542,SENGKANG TOWN CENTRE
224B,SUMANG LANE,17,2017,Y,N,N,Y,N,N,PG,160,0,0,80,80,0,0,0,0,0,0,0,0,224B SUMANG LANE,1.40182753843533,103.893372218499,MATILDA
224C,COMPASSVALE WALK,16,1998,Y,N,N,N,N,N,SK,59,0,0,0,0,59,0,0,0,0,0,0,0,224C COMPASSVALE WALK,1.38859257294618,103.898128190519,SENGKANG TOWN CENTRE
224C,SUMANG LANE,17,2017,Y,N,N,N,N,N,PG,158,0,32,48,78,0,0,0,0,0,0,0,0,224C SUMANG LANE,1.40150839589079,103.894127051818,MATILDA
224D,COMPASSVALE WALK,14,1997,Y,N,N,N,N,N,SK,67,0,0,0,54,13,0,0,0,0,0,0,0,224D COMPASSVALE WALK,1.38854895437159,103.898488236525,SENGKANG TOWN CENTRE
224E,COMPASSVALE WALK,5,1997,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,224E COMPASSVALE WALK,1.38913739197279,103.898039956721,SENGKANG TOWN CENTRE
225,ANG MO KIO AVE 1,12,1977,Y,N,N,Y,N,N,AMK,193,0,0,166,22,3,2,0,0,0,0,0,0,225 ANG MO KIO AVE 1,1.36739612776859,103.838150007464,SHANGRI-LA
225,BISHAN ST 23,11,1990,Y,Y,N,N,N,N,BH,54,0,0,0,37,17,0,0,0,0,0,0,0,225 BISHAN ST 23,1.35856894136106,103.847594243597,MARYMOUNT
225,BT BATOK CTRL,10,1984,Y,N,N,Y,N,N,BB,129,0,0,73,55,1,0,0,0,0,0,0,0,225 BT BATOK CTRL,1.34848615466343,103.752597900148,BUKIT BATOK CENTRAL
225,CHOA CHU KANG CTRL,11,1991,Y,Y,N,N,N,N,CCK,72,0,0,0,36,36,0,0,0,0,0,0,0,225 CHOA CHU KANG CTRL,1.38109065348717,103.744889593727,CHOA CHU KANG CENTRAL
225,JURONG EAST ST 21,4,1984,Y,Y,N,N,N,N,JE,12,0,0,10,2,0,0,0,0,0,0,0,0,225 JURONG EAST ST 21,1.34178121001946,103.737251510685,YUHUA EAST
225,LOR 8 TOA PAYOH,12,1975,Y,N,N,Y,N,N,TP,173,0,0,170,0,3,0,0,0,0,0,0,0,225 LOR 8 TOA PAYOH,1.33950922302573,103.85564679729,LORONG 8 TOA PAYOH
225,PASIR RIS ST 21,13,1992,Y,N,N,N,N,N,PRC,72,0,0,0,24,48,0,0,0,0,0,0,0,225 PASIR RIS ST 21,1.37115763840719,103.961118398796,PASIR RIS DRIVE
225,PENDING RD,12,1986,Y,N,N,N,N,N,BP,110,0,0,0,110,0,0,0,0,0,0,0,0,225 PENDING RD,1.37554049402626,103.772545153157,BANGKIT
225,SERANGOON AVE 4,12,1984,Y,N,N,N,N,N,SGN,156,0,0,97,57,2,0,0,0,0,0,0,0,225 SERANGOON AVE 4,1.3567348101843,103.870113743671,SERANGOON GARDEN
225,SIMEI ST 4,11,1987,Y,Y,N,N,N,N,TAP,80,0,0,0,44,36,0,0,0,0,0,0,0,225 SIMEI ST 4,1.34231488348319,103.957247740045,SIMEI
225,TAMPINES ST 23,12,1984,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0,225 TAMPINES ST 23,1.35515863595555,103.95401278891,TAMPINES EAST
225,YISHUN ST 21,12,1984,Y,N,N,Y,N,N,YS,100,0,0,46,44,10,0,0,0,0,0,0,0,225 YISHUN ST 21,1.43483127003663,103.835814475757,NORTHLAND
225A,COMPASSVALE WALK,14,1998,Y,N,N,N,N,N,SK,78,0,0,0,65,13,0,0,0,0,0,0,0,225A COMPASSVALE WALK,1.38764974954714,103.898706136942,SENGKANG TOWN CENTRE
225A,JURONG EAST ST 21,10,1984,Y,Y,N,N,N,N,JE,122,0,0,100,18,3,1,0,0,0,0,0,0,225A JURONG EAST ST 21,1.34208650043068,103.736825653173,YUHUA EAST
225A,PETIR RD,5,1989,N,N,N,N,Y,N,BP,0,0,0,0,0,0,0,0,0,0,0,0,0,225A PETIR RD,1.37500327433872,103.773075154285,BANGKIT
225A,PASIR RIS ST 21,4,1992,N,N,N,N,Y,N,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0,225A PASIR RIS ST 21,1.37182221530616,103.960911900237,PASIR RIS DRIVE
225B,COMPASSVALE WALK,16,1998,Y,N,N,N,N,N,SK,59,0,0,0,0,59,0,0,0,0,0,0,0,225B COMPASSVALE WALK,1.38784552858436,103.898951852126,SENGKANG TOWN CENTRE
225B,PASIR RIS ST 21,1,1992,N,N,N,N,N,Y,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0,225B PASIR RIS ST 21,1.37185109460586,103.961181820479,PASIR RIS DRIVE
225C,COMPASSVALE WALK,16,1998,Y,N,N,N,N,N,SK,100,0,0,0,0,0,100,0,0,0,0,0,0,225C COMPASSVALE WALK,1.3883535280206,103.898838274873,SENGKANG TOWN CENTRE
226,ANG MO KIO AVE 1,12,1977,Y,N,N,N,N,N,AMK,110,0,0,0,110,0,0,0,0,0,0,0,0,226 ANG MO KIO AVE 1,1.36772803186644,103.838404951621,SHANGRI-LA
226,BISHAN ST 23,18,1990,Y,Y,N,N,N,N,BH,112,0,0,0,89,23,0,0,0,0,0,0,0,226 BISHAN ST 23,1.35854600472842,103.847127301001,MARYMOUNT
226,BT BATOK CTRL,4,1984,Y,N,N,N,N,N,BB,31,0,0,22,8,1,0,0,0,0,0,0,0,226 BT BATOK CTRL,1.34873337819665,103.753174278473,BUKIT BATOK CENTRAL
226,CHOA CHU KANG CTRL,11,1991,Y,N,N,N,N,N,CCK,86,0,0,0,66,20,0,0,0,0,0,0,0,226 CHOA CHU KANG CTRL,1.38115995023886,103.745292702375,CHOA CHU KANG CENTRAL
226,JURONG EAST ST 21,25,1982,Y,Y,N,N,N,N,JE,96,0,0,0,0,96,0,0,0,0,0,0,0,226 JURONG EAST ST 21,1.34140471346947,103.735843456176,YUHUA EAST
226,LOR 8 TOA PAYOH,16,1975,Y,N,N,Y,N,N,TP,150,0,0,0,150,0,0,0,0,0,0,0,0,226 LOR 8 TOA PAYOH,1.33951566601807,103.857051021906,PEI CHUN
226,PASIR RIS ST 21,13,1992,Y,N,N,Y,N,N,PRC,121,0,0,0,61,60,0,0,0,0,0,0,0,226 PASIR RIS ST 21,1.37101212062638,103.961725872647,PASIR RIS DRIVE
226,PENDING RD,12,1986,Y,N,N,Y,N,N,BP,110,0,0,0,110,0,0,0,0,0,0,0,0,226 PENDING RD,1.3752365534347,103.772368439119,BANGKIT
226,SERANGOON AVE 4,13,1983,Y,N,N,Y,N,N,SGN,120,0,0,0,120,0,0,0,0,0,0,0,0,226 SERANGOON AVE 4,1.35682249995275,103.87085702772,SERANGOON GARDEN
226,SIMEI ST 4,11,1987,Y,N,N,N,N,N,TAP,60,0,0,0,0,0,60,0,0,0,0,0,0,226 SIMEI ST 4,1.34253199415964,103.957012535731,SIMEI
226,SUMANG LANE,2,2016,N,N,N,N,Y,N,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,226 SUMANG LANE,1.4031300154713,103.893295049378,MATILDA
226,TAMPINES ST 23,12,1984,Y,N,N,N,N,N,TAP,110,0,0,66,44,0,0,0,0,0,0,0,0,226 TAMPINES ST 23,1.35551796009099,103.954009189132,TAMPINES EAST
226,YISHUN ST 21,4,1984,Y,N,N,N,N,N,YS,24,0,0,16,8,0,0,0,0,0,0,0,0,226 YISHUN ST 21,1.43442564213478,103.836165890965,NORTHLAND
226A,ANG MO KIO AVE 1,2,1976,N,Y,N,N,N,N,AMK,0,0,0,0,0,0,0,0,0,0,0,0,0,226A ANG MO KIO AVE 1,1.36749458006861,103.839283930528,SHANGRI-LA
226A,COMPASSVALE WALK,16,1998,Y,Y,N,Y,N,N,SK,99,0,0,0,84,15,0,0,0,0,0,0,0,226A COMPASSVALE WALK,1.38741262572687,103.899719706863,SENGKANG TOWN CENTRE
226A,SUMANG LANE,17,2016,Y,N,N,Y,N,N,PG,96,0,0,0,54,42,0,0,0,0,0,0,0,226A SUMANG LANE,1.40272812898156,103.893101300132,MATILDA
226B,ANG MO KIO AVE 1,2,1976,Y,Y,N,N,N,N,AMK,3,0,0,3,0,0,0,0,0,0,0,0,0,226B ANG MO KIO AVE 1,1.36732624025946,103.83955157933,SHANGRI-LA
226B,COMPASSVALE WALK,16,1998,Y,N,N,N,N,N,SK,59,0,0,0,0,59,0,0,0,0,0,0,0,226B COMPASSVALE WALK,1.38771174427547,103.899302425122,SENGKANG TOWN CENTRE
226B,SUMANG LANE,17,2016,Y,N,N,N,N,N,PG,96,0,0,0,54,42,0,0,0,0,0,0,0,226B SUMANG LANE,1.40268497999974,103.893608971394,MATILDA
226C,ANG MO KIO AVE 1,2,1976,N,Y,N,N,N,N,AMK,0,0,0,0,0,0,0,0,0,0,0,0,0,226C ANG MO KIO AVE 1,1.36714737685637,103.839256279218,SHANGRI-LA
226C,COMPASSVALE WALK,16,1998,Y,N,N,N,N,N,SK,100,0,0,0,0,0,100,0,0,0,0,0,0,226C COMPASSVALE WALK,1.38825618618142,103.900017893677,SENGKANG TOWN CENTRE
226C,SUMANG LANE,17,2017,Y,N,N,N,N,N,PG,99,0,0,0,30,69,0,0,0,0,0,0,0,226C SUMANG LANE,1.40258109606452,103.89401748623,MATILDA
226D,ANG MO KIO AVE 1,1,2010,N,N,Y,N,N,N,AMK,0,0,0,0,0,0,0,0,0,0,0,0,0,226D ANG MO KIO AVE 1,1.36680096218071,103.839152274224,SHANGRI-LA
226D,COMPASSVALE WALK,6,1998,N,N,N,N,Y,N,SK,0,0,0,0,0,0,0,0,0,0,0,0,0,226D COMPASSVALE WALK,1.38850103854064,103.899469035673,SENGKANG TOWN CENTRE
226D,SUMANG LANE,1,2018,N,N,N,N,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,226D SUMANG LANE,1.40307820497561,103.893634900327,MATILDA
226E,ANG MO KIO AVE 1,2,1976,Y,Y,N,N,N,N,AMK,2,0,0,2,0,0,0,0,0,0,0,0,0,226E ANG MO KIO AVE 1,1.36648736694818,103.839808163287,SHANGRI-LA
226F,ANG MO KIO AVE 1,2,1976,Y,Y,N,N,N,N,AMK,3,0,0,2,0,0,0,0,0,0,0,1,0,226F ANG MO KIO AVE 1,1.36664703130241,103.839567160062,SHANGRI-LA
226G,ANG MO KIO AVE 1,2,1976,N,Y,N,N,N,N,AMK,0,0,0,0,0,0,0,0,0,0,0,0,0,226G ANG MO KIO AVE 1,1.36682450629497,103.839862466931,SHANGRI-LA
226H,ANG MO KIO ST 22,1,2004,N,N,Y,N,N,N,AMK,0,0,0,0,0,0,0,0,0,0,0,0,0,226H ANG MO KIO ST 22,1.36717874094695,103.840157741978,SHANGRI-LA
227,ANG MO KIO ST 23,6,2020,N,N,N,Y,Y,N,AMK,0,0,0,0,0,0,0,0,0,0,0,0,0,227 ANG MO KIO ST 23,1.36877838877909,103.840273944362,SHANGRI-LA
227,BISHAN ST 23,11,1990,Y,Y,N,N,N,N,BH,69,0,0,0,60,9,0,0,0,0,0,0,0,227 BISHAN ST 23,1.35807054684995,103.847138116766,MARYMOUNT
227,BT BATOK CTRL,13,1984,Y,Y,N,N,N,N,BB,120,0,0,72,48,0,0,0,0,0,0,0,0,227 BT BATOK CTRL,1.34838399787614,103.753520312233,BUKIT BATOK CENTRAL
227,CHOA CHU KANG CTRL,11,1992,Y,N,N,N,N,N,CCK,84,0,0,0,64,20,0,0,0,0,0,0,0,227 CHOA CHU KANG CTRL,1.38118249686415,103.745966246926,CHOA CHU KANG CENTRAL
227,JURONG EAST ST 21,25,1982,Y,N,N,N,N,N,JE,96,0,0,0,0,96,0,0,0,0,0,0,0,227 JURONG EAST ST 21,1.34182066937117,103.736087793751,YUHUA EAST
227,LOR 8 TOA PAYOH,16,1975,Y,N,N,N,N,N,TP,150,0,0,0,150,0,0,0,0,0,0,0,0,227 LOR 8 TOA PAYOH,1.33951514445795,103.857970837281,PEI CHUN
227,PASIR RIS ST 21,13,1992,Y,N,N,N,N,N,PRC,97,0,0,0,25,72,0,0,0,0,0,0,0,227 PASIR RIS ST 21,1.37166868291671,103.961763681659,PASIR RIS DRIVE
227,PENDING RD,12,1987,Y,N,N,N,N,N,BP,110,0,0,66,44,0,0,0,0,0,0,0,0,227 PENDING RD,1.37495963279539,103.771466478176,BANGKIT
227,SERANGOON AVE 4,12,1984,Y,N,N,N,N,N,SGN,134,0,0,77,57,0,0,0,0,0,0,0,0,227 SERANGOON AVE 4,1.35647098065068,103.871126764494,SERANGOON GARDEN
227,SIMEI ST 4,11,1987,Y,N,N,Y,N,N,TAP,80,0,0,0,44,36,0,0,0,0,0,0,0,227 SIMEI ST 4,1.34202091226152,103.956240053971,SIMEI
227,TAMPINES ST 23,12,1984,Y,Y,N,N,N,N,TAP,136,0,0,68,68,0,0,0,0,0,0,0,0,227 TAMPINES ST 23,1.35470798068718,103.955002715196,TAMPINES EAST
227,YISHUN ST 21,12,1984,Y,N,N,Y,N,N,YS,96,0,0,38,44,14,0,0,0,0,0,0,0,227 YISHUN ST 21,1.435069715602,103.836644751474,NORTHLAND
227A,ANG MO KIO ST 23,27,2020,Y,N,N,N,N,N,AMK,260,0,156,0,104,0,0,0,0,0,0,0,0,227A ANG MO KIO ST 23,1.36824620116561,103.840106392919,SHANGRI-LA
227A,CHOA CHU KANG CTRL,5,1993,N,N,N,N,Y,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,227A CHOA CHU KANG CTRL,1.38053071249233,103.74543642345,CHOA CHU KANG CENTRAL
227A,COMPASSVALE DR,13,1998,Y,N,N,N,N,N,SK,84,0,0,0,72,12,0,0,0,0,0,0,0,227A COMPASSVALE DR,1.38704469838429,103.900358656438,SENGKANG TOWN CENTRE
227A,LOR 8 TOA PAYOH,3,2006,N,N,N,N,Y,N,TP,0,0,0,0,0,0,0,0,0,0,0,0,0,227A LOR 8 TOA PAYOH,1.33904144822191,103.857955654132,PEI CHUN
227A,SUMANG LANE,17,2016,Y,N,N,Y,N,N,PG,95,0,0,0,60,35,0,0,0,0,0,0,0,227A SUMANG LANE,1.40358925655806,103.892958748314,MATILDA
227B,COMPASSVALE DR,16,1998,Y,N,N,Y,N,N,SK,60,0,0,0,0,60,0,0,0,0,0,0,0,227B COMPASSVALE DR,1.3872099216084,103.900708221294,SENGKANG TOWN CENTRE
227B,SUMANG LANE,17,2017,Y,N,N,Y,N,N,PG,95,0,0,0,60,35,0,0,0,0,0,0,0,227B SUMANG LANE,1.40347414456338,103.893723781941,MATILDA
227C,COMPASSVALE DR,13,1998,Y,N,N,N,N,N,SK,110,0,0,0,86,24,0,0,0,0,0,0,0,227C COMPASSVALE DR,1.38680229828816,103.901132950862,SENGKANG TOWN CENTRE
227D,COMPASSVALE DR,16,1998,Y,N,N,N,N,N,SK,60,0,0,0,0,60,0,0,0,0,0,0,0,227D COMPASSVALE DR,1.38696491631064,103.90141541498,SENGKANG TOWN CENTRE
228,ANG MO KIO ST 23,1,2021,N,N,N,N,N,Y,AMK,0,0,0,0,0,0,0,0,0,0,0,0,0,228 ANG MO KIO ST 23,1.36775680586375,103.840152809913,SHANGRI-LA
228,BISHAN ST 23,16,1989,Y,Y,N,N,N,N,BH,100,0,0,0,80,20,0,0,0,0,0,0,0,228 BISHAN ST 23,1.35794929131792,103.846767675257,MARYMOUNT
228,BT BATOK CTRL,10,1984,Y,N,N,Y,N,N,BB,150,0,0,93,57,0,0,0,0,0,0,0,0,228 BT BATOK CTRL,1.34865945802076,103.753794578776,BUKIT BATOK CENTRAL
228,CHOA CHU KANG CTRL,12,1988,Y,N,N,N,N,N,CCK,88,0,0,0,48,40,0,0,0,0,0,0,0,228 CHOA CHU KANG CTRL,1.38094750691966,103.746495785208,CHOA CHU KANG CENTRAL
228,JURONG EAST ST 21,12,1987,Y,N,N,N,N,N,JE,111,0,0,0,65,46,0,0,0,0,0,0,0,228 JURONG EAST ST 21,1.34257472073046,103.736290436718,YUHUA EAST
228,LOR 8 TOA PAYOH,16,1975,Y,N,N,Y,N,N,TP,150,0,0,0,150,0,0,0,0,0,0,0,0,228 LOR 8 TOA PAYOH,1.33914880025231,103.858779661838,PEI CHUN
228,PASIR RIS ST 21,13,1992,Y,N,N,N,N,N,PRC,97,0,0,0,25,72,0,0,0,0,0,0,0,228 PASIR RIS ST 21,1.37216290593954,103.961379503001,PASIR RIS DRIVE
228,PENDING RD,13,1987,Y,N,N,N,N,N,BP,60,0,0,0,0,0,60,0,0,0,0,0,0,228 PENDING RD,1.3753466349656,103.770955400333,BANGKIT
228,PUNGGOL FIELD,1,2021,N,N,N,Y,N,Y,PG,0,0,0,0,0,0,0,0,0,0,0,0,0,228 PUNGGOL FIELD,1.40332247370537,103.892035446143,MATILDA
