blk_no,street,max_floor_lvl,year_completed,residential,commercial,market_hawker,miscellaneous,multistorey_carpark,precinct_pavilion,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,address,latitude,longitude,polygon
508,BT BATOK ST 52,4,1985,Y,N,N,N,N,N,BB,24,0,0,16,8,0,0,0,0,0,0,0,0,508 BT BATOK ST 52,1.35255839343036,103.754428405503,GUILIN
508,CHOA CHU KANG ST 51,14,1993,Y,N,N,N,N,N,CCK,54,0,0,0,0,54,0,0,0,0,0,0,0,508 CHOA CHU KANG ST 51,1.38836602447224,103.741643089,CHOA CHU KANG NORTH
508,HOUGANG AVE 10,13,1986,Y,N,N,Y,N,N,HG,84,0,0,0,0,0,84,0,0,0,0,0,0,508 HOUGANG AVE 10,1.37169361562659,103.887728564668,HOUGANG WEST
508,JELAPANG RD,16,1997,Y,N,N,N,N,N,BP,138,0,0,0,138,0,0,0,0,0,0,0,0,508 JELAPANG RD,1.38634539387806,103.768831827225,SAUJANA
508,JURONG WEST ST 52,4,1984,Y,Y,N,N,N,N,JW,17,0,0,16,0,0,0,0,0,0,0,1,0,508 JURONG WEST ST 52,1.34872718063365,103.718715391434,HONG KAH
508,PASIR RIS ST 52,14,1992,Y,N,N,N,N,N,PRC,47,0,0,0,0,0,47,0,0,0,0,0,0,508 PASIR RIS ST 52,1.37614970669375,103.944239093702,PASIR RIS CENTRAL
508,SERANGOON NTH AVE 4,11,1995,Y,N,N,N,N,N,SGN,110,0,0,0,70,40,0,0,0,0,0,0,0,508 SERANGOON NTH AVE 4,1.37184770991728,103.875761256028,SERANGOON NORTH
508,TAMPINES CTRL 1,4,1989,Y,N,N,N,N,N,TAP,48,0,0,0,45,3,0,0,0,0,0,0,0,508 TAMPINES CTRL 1,1.35464768326021,103.94554932204,TAMPINES EAST
508,WELLINGTON CIRCLE,5,2003,N,N,N,Y,Y,N,SB,0,0,0,0,0,0,0,0,0,0,0,0,0,508 WELLINGTON CIRCLE,1.4530678854261,103.820076568364,ADMIRALTY
508,WEST COAST DR,14,1977,Y,N,N,N,N,N,CL,153,0,0,110,39,0,3,0,0,0,0,1,0,508 WEST COAST DR,1.31165973523805,103.761761494233,CLEMENTI CENTRAL
508,WOODLANDS DR 14,11,1998,Y,N,N,N,N,N,WL,60,0,0,0,20,40,0,0,0,0,0,0,0,508 WOODLANDS DR 14,1.43213384772534,103.790580691321,WOODLANDS SOUTH
508A,WELLINGTON CIRCLE,13,2004,Y,N,N,N,N,N,SB,98,0,0,0,98,0,0,0,0,0,0,0,0,508A WELLINGTON CIRCLE,1.45251383070644,103.820519939603,ADMIRALTY
508A,YISHUN AVE 4,13,2016,Y,N,N,N,N,N,YS,132,0,0,60,72,0,0,0,0,0,0,0,0,508A YISHUN AVE 4,1.41478193236176,103.839551599391,LOWER SELETAR
508B,WELLINGTON CIRCLE,13,2003,Y,N,N,N,N,N,SB,100,0,0,0,100,0,0,0,0,0,0,0,0,508B WELLINGTON CIRCLE,1.45262510110474,103.820909521779,ADMIRALTY
508B,YISHUN AVE 4,13,2016,Y,N,N,Y,N,N,YS,144,0,0,0,72,72,0,0,0,0,0,0,0,508B YISHUN AVE 4,1.41429103817707,103.839839936719,LOWER SELETAR
508C,WELLINGTON CIRCLE,13,2004,Y,N,N,N,N,N,SB,98,0,0,0,98,0,0,0,0,0,0,0,0,508C WELLINGTON CIRCLE,1.45288239563765,103.821431874269,ADMIRALTY
509,ANG MO KIO AVE 8,12,1979,Y,N,N,Y,N,N,AMK,150,0,0,123,22,1,3,0,0,0,0,1,0,509 ANG MO KIO AVE 8,1.37400086510074,103.850139806283,CHENG SAN
509,BEDOK NTH ST 3,4,1979,Y,Y,N,N,N,N,BD,62,0,0,54,8,0,0,0,0,0,0,0,0,509 BEDOK NTH ST 3,1.33306648174585,103.931091390071,BEDOK NORTH
509,BISHAN ST 11,2,1989,N,Y,N,N,N,N,BH,0,0,0,0,0,0,0,0,0,0,0,0,0,509 BISHAN ST 11,1.34852452257368,103.849539926901,BISHAN EAST
509,BT BATOK ST 52,4,1985,Y,N,N,N,N,N,BB,24,0,0,16,8,0,0,0,0,0,0,0,0,509 BT BATOK ST 52,1.35254758281777,103.754191723364,GUILIN
509,CHOA CHU KANG ST 51,14,1993,Y,N,N,N,N,N,CCK,54,0,0,0,0,54,0,0,0,0,0,0,0,509 CHOA CHU KANG ST 51,1.38799995768277,103.741818224223,CHOA CHU KANG NORTH
509,HOUGANG AVE 10,4,1985,Y,N,N,N,N,N,HG,48,0,0,0,48,0,0,0,0,0,0,0,0,509 HOUGANG AVE 10,1.37221124042577,103.888189505076,HOUGANG WEST
509,JELAPANG RD,16,1997,Y,N,N,N,N,N,BP,84,0,0,0,84,0,0,0,0,0,0,0,0,509 JELAPANG RD,1.38662703901062,103.76902161764,SAUJANA
509,JURONG WEST ST 51,2,1988,N,Y,N,Y,N,N,JW,0,0,0,0,0,0,0,0,0,0,0,0,0,509 JURONG WEST ST 51,1.3487277413808,103.719077108635,HONG KAH
509,PASIR RIS ST 52,14,1993,Y,N,N,N,N,N,PRC,51,0,0,0,0,0,51,0,0,0,0,0,0,509 PASIR RIS ST 52,1.37579021565855,103.943988040756,PASIR RIS CENTRAL
509,SERANGOON NTH AVE 4,8,1996,Y,Y,N,N,N,N,SGN,87,0,0,0,66,21,0,0,0,0,0,0,0,509 SERANGOON NTH AVE 4,1.37189519100427,103.876252083471,SERANGOON NORTH
509,TAMPINES CTRL 1,4,1989,Y,N,N,N,N,N,TAP,16,0,0,0,10,6,0,0,0,0,0,0,0,509 TAMPINES CTRL 1,1.35523143435852,103.945480789219,TAMPINES EAST
509,WELLINGTON CIRCLE,1,2004,N,N,N,N,N,Y,SB,0,0,0,0,0,0,0,0,0,0,0,0,0,509 WELLINGTON CIRCLE,1.45359091761866,103.821195068901,ADMIRALTY
509,WEST COAST DR,14,1977,Y,Y,N,N,N,N,CL,153,0,0,111,39,3,0,0,0,0,0,0,0,509 WEST COAST DR,1.31115776641946,103.761017540932,CLEMENTI CENTRAL
509,WOODLANDS DR 14,12,1997,Y,N,N,N,N,N,WL,138,0,0,0,58,58,22,0,0,0,0,0,0,509 WOODLANDS DR 14,1.43271971210005,103.789115611809,WOODLANDS SOUTH
509A,BEDOK NTH ST 3,1,1980,N,Y,N,N,N,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,509A BEDOK NTH ST 3,1.33287399228672,103.931048544573,BEDOK NORTH
509A,WOODLANDS DR 14,5,1997,N,N,N,N,Y,N,WL,0,0,0,0,0,0,0,0,0,0,0,0,0,509A WOODLANDS DR 14,1.4333079670404,103.789299864497,WOODLANDS SOUTH
509A,WELLINGTON CIRCLE,13,2003,Y,N,N,N,N,N,SB,100,0,0,0,50,50,0,0,0,0,0,0,0,509A WELLINGTON CIRCLE,1.45308000905079,103.820743432328,ADMIRALTY
509A,YISHUN AVE 4,13,2017,Y,N,N,N,N,N,YS,108,0,0,0,48,60,0,0,0,0,0,0,0,509A YISHUN AVE 4,1.41371070675887,103.839528173264,LOWER SELETAR
509B,BEDOK NTH ST 3,15,2001,Y,N,N,Y,N,N,BD,130,0,37,0,0,0,0,0,93,0,0,0,0,509B BEDOK NTH ST 3,1.33369345595931,103.930396926009,BEDOK NORTH
509B,WELLINGTON CIRCLE,13,2003,Y,N,N,N,N,N,SB,98,0,0,0,49,49,0,0,0,0,0,0,0,509B WELLINGTON CIRCLE,1.45328536421439,103.821213227146,ADMIRALTY
509B,YISHUN AVE 4,13,2016,Y,N,N,Y,N,N,YS,96,0,0,0,48,48,0,0,0,0,0,0,0,509B YISHUN AVE 4,1.41379975962339,103.840131905186,LOWER SELETAR
509C,BEDOK NTH ST 3,1,2002,N,N,N,N,N,Y,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,509C BEDOK NTH ST 3,1.33354328575192,103.930424472251,BEDOK NORTH
509C,YISHUN AVE 4,13,2016,Y,N,N,Y,N,N,YS,96,0,0,0,72,24,0,0,0,0,0,0,0,509C YISHUN AVE 4,1.41430342507305,103.840416962438,LOWER SELETAR
51,C'WEALTH DR,20,2013,Y,N,N,N,N,N,QT,111,0,19,64,28,0,0,0,0,0,0,0,0,51 C'WEALTH DR,1.30153486975605,103.79764036202,TANGLIN HALT
51,CHAI CHEE ST,14,1981,Y,N,N,N,N,N,BD,130,0,0,0,24,106,0,0,0,0,0,0,0,51 CHAI CHEE ST,1.32881089989839,103.922129869924,KEMBANGAN
51,CHIN SWEE RD,20,1973,Y,Y,N,Y,N,N,CT,328,0,0,0,0,0,0,0,0,328,0,0,0,51 CHIN SWEE RD,1.28741411030412,103.84201477461,PEARL'S HILL
51,CIRCUIT RD,10,1965,Y,Y,N,N,N,N,GL,100,0,26,16,0,0,0,0,0,0,58,0,0,51 CIRCUIT RD,1.32452045191678,103.885514575324,MACPHERSON
51,HAVELOCK RD,5,2011,N,Y,N,Y,Y,N,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,51 HAVELOCK RD,1.2899461903129,103.827679724834,BUKIT HO SWEE
51,JLN BAHAGIA,2,1959,Y,N,N,N,N,N,KWN,6,0,0,6,0,0,0,0,0,0,0,0,0,51 JLN BAHAGIA,1.3277215097095,103.856020646463,BALESTIER
51,KENT RD,11,1981,Y,N,N,Y,N,N,KWN,100,0,0,0,100,0,0,0,0,0,0,0,0,51 KENT RD,1.3167570723148,103.851105557934,KAMPONG JAVA
51,LENGKOK BAHRU,12,1986,Y,N,N,Y,N,N,BM,132,0,0,0,74,58,0,0,0,0,0,0,0,51 LENGKOK BAHRU,1.28761342640189,103.812272115642,ALEXANDRA HILL
51,LOR 6 TOA PAYOH,18,1966,Y,Y,N,N,N,N,TP,238,0,66,170,0,0,0,0,0,0,2,0,0,51 LOR 6 TOA PAYOH,1.33778337648439,103.852507455855,BOON TECK
51,MARINE TER,16,1974,Y,N,N,N,N,N,MP,270,0,0,0,0,0,0,0,0,0,270,0,0,51 MARINE TER,1.30634163280141,103.916199624177,MARINE PARADE
51,NEW UPP CHANGI RD,16,1977,Y,N,N,Y,N,N,BD,240,0,0,0,240,0,0,0,0,0,0,0,0,51 NEW UPP CHANGI RD,1.32342985805207,103.942269407116,BEDOK SOUTH
51,OLD AIRPORT RD,2,2007,N,Y,Y,Y,N,N,GL,0,0,0,0,0,0,0,0,0,0,0,0,0,51 OLD AIRPORT RD,1.3082518471287,103.88580870609,ALJUNIED
51,SIMS DR,25,1976,Y,N,N,N,N,N,GL,96,0,0,0,0,96,0,0,0,0,0,0,0,51 SIMS DR,1.31629232098944,103.878898984422,ALJUNIED
51,STRATHMORE AVE,30,2005,Y,N,N,N,N,N,QT,176,0,0,0,147,29,0,0,0,0,0,0,0,51 STRATHMORE AVE,1.29335856548885,103.808799765341,MARGARET DRIVE
51,TEBAN GDNS RD,13,1985,Y,N,N,N,N,N,JE,72,0,0,0,0,0,72,0,0,0,0,0,0,51 TEBAN GDNS RD,1.32077270115681,103.737035273723,TEBAN GARDENS
51,TELOK BLANGAH DR,13,1977,Y,N,N,Y,N,N,BM,168,0,0,0,168,0,0,0,0,0,0,0,0,51 TELOK BLANGAH DR,1.27351337938811,103.810145340012,TELOK BLANGAH DRIVE
51A,TELOK BLANGAH DR,1,2004,N,N,N,N,N,Y,BM,0,0,0,0,0,0,0,0,0,0,0,0,0,51A TELOK BLANGAH DR,1.27349086849517,103.810893016787,TELOK BLANGAH DRIVE
510,ANG MO KIO AVE 8,9,1979,Y,N,N,Y,N,N,AMK,160,0,58,0,0,0,0,0,0,0,102,0,0,510 ANG MO KIO AVE 8,1.37340092645025,103.849073244454,CHENG SAN
510,BEDOK NTH ST 3,4,1979,Y,Y,N,N,N,N,BD,75,0,0,66,6,0,3,0,0,0,0,0,0,510 BEDOK NTH ST 3,1.3324467322696,103.930476688129,BEDOK NORTH
510,BISHAN ST 13,3,1989,N,Y,N,N,N,N,BH,0,0,0,0,0,0,0,0,0,0,0,0,0,510 BISHAN ST 13,1.34888843900173,103.849691980101,BISHAN EAST
510,BT BATOK ST 52,9,1986,Y,N,N,Y,N,N,BB,117,0,0,0,77,40,0,0,0,0,0,0,0,510 BT BATOK ST 52,1.35275159558485,103.754823604086,GUILIN
510,CHOA CHU KANG ST 51,14,1993,Y,N,N,N,N,N,CCK,52,0,0,0,0,52,0,0,0,0,0,0,0,510 CHOA CHU KANG ST 51,1.38794756262544,103.741378171035,CHOA CHU KANG NORTH
510,HOUGANG AVE 10,4,1985,Y,N,N,N,N,N,HG,24,0,0,0,24,0,0,0,0,0,0,0,0,510 HOUGANG AVE 10,1.37257464057042,103.88846165069,HOUGANG WEST
510,JELAPANG RD,16,1996,Y,N,N,Y,N,N,BP,150,0,0,0,150,0,0,0,0,0,0,0,0,510 JELAPANG RD,1.38758897243491,103.768982952421,SAUJANA
510,JURONG WEST ST 52,16,1983,Y,N,N,Y,N,N,JW,151,0,0,72,78,0,1,0,0,0,0,0,0,510 JURONG WEST ST 52,1.3483779798726,103.719448323487,HONG KAH
510,PASIR RIS ST 52,18,1993,Y,N,N,N,N,N,PRC,61,0,0,0,0,0,61,0,0,0,0,0,0,510 PASIR RIS ST 52,1.37572584037326,103.944596742116,PASIR RIS CENTRAL
510,SERANGOON NTH AVE 4,10,1995,Y,N,N,N,N,N,SGN,94,0,0,0,58,36,0,0,0,0,0,0,0,510 SERANGOON NTH AVE 4,1.3705945092529,103.875781975365,SERANGOON NORTH
510,TAMPINES CTRL 1,4,1990,N,Y,N,N,N,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,510 TAMPINES CTRL 1,1.35480107982353,103.944458085324,TAMPINES EAST
510,WEST COAST DR,14,1977,Y,N,N,Y,N,N,CL,155,0,0,115,39,1,0,0,0,0,0,0,0,510 WEST COAST DR,1.31083088009791,103.760796117451,CLEMENTI CENTRAL
510,WOODLANDS DR 14,12,1997,Y,N,N,N,N,N,WL,138,0,0,0,58,58,22,0,0,0,0,0,0,510 WOODLANDS DR 14,1.43276101501459,103.78849713537,WOODLANDS SOUTH
510A,JELAPANG RD,5,1996,N,N,N,N,Y,N,BP,0,0,0,0,0,0,0,0,0,0,0,0,0,510A JELAPANG RD,1.38704373320297,103.768983568774,SAUJANA
510A,WELLINGTON CIRCLE,13,2003,Y,N,N,N,N,N,SB,100,0,0,0,100,0,0,0,0,0,0,0,0,510A WELLINGTON CIRCLE,1.45347436227405,103.820317524174,ADMIRALTY
510A,YISHUN ST 51,13,2016,Y,N,N,N,N,N,YS,288,0,0,0,0,0,0,0,0,156,132,0,0,510A YISHUN ST 51,1.41474564919515,103.840806508907,LOWER SELETAR
510B,WELLINGTON CIRCLE,13,2004,Y,N,N,Y,N,N,SB,96,0,0,0,48,48,0,0,0,0,0,0,0,510B WELLINGTON CIRCLE,1.453608954893,103.820883631768,ADMIRALTY
510B,YISHUN ST 51,13,2016,Y,N,N,N,N,N,YS,288,0,0,0,0,0,0,0,0,156,132,0,0,510B YISHUN ST 51,1.41525059406698,103.841307508116,LOWER SELETAR
511,ANG MO KIO AVE 8,12,1979,Y,N,N,N,N,N,AMK,110,0,0,0,110,0,0,0,0,0,0,0,0,511 ANG MO KIO AVE 8,1.37356775015905,103.850154125155,CHENG SAN
511,BEDOK NTH ST 3,1,1979,N,N,Y,N,N,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,511 BEDOK NTH ST 3,1.33321993297265,103.930581522776,BEDOK NORTH
511,BISHAN ST 13,1,1989,N,Y,N,N,N,N,BH,0,0,0,0,0,0,0,0,0,0,0,0,0,511 BISHAN ST 13,1.34923139396435,103.849896613395,BISHAN EAST
511,BT BATOK ST 52,9,1986,Y,N,N,Y,N,N,BB,117,0,0,0,77,40,0,0,0,0,0,0,0,511 BT BATOK ST 52,1.35272298040763,103.753796440794,GUILIN
511,CANBERRA RD,3,2003,N,Y,Y,N,N,N,SB,0,0,0,0,0,0,0,0,0,0,0,0,0,511 CANBERRA RD,1.45384518789713,103.819543348113,ADMIRALTY
511,CHOA CHU KANG ST 51,14,1993,Y,N,N,Y,N,N,CCK,78,0,0,0,0,78,0,0,0,0,0,0,0,511 CHOA CHU KANG ST 51,1.38933738267797,103.740876076316,CHOA CHU KANG NORTH
511,HOUGANG AVE 10,13,1985,Y,Y,N,N,N,N,HG,144,0,0,96,48,0,0,0,0,0,0,0,0,511 HOUGANG AVE 10,1.37207420608508,103.888728981515,HOUGANG WEST
511,JELAPANG RD,16,1996,Y,N,N,Y,N,N,BP,90,0,0,0,60,30,0,0,0,0,0,0,0,511 JELAPANG RD,1.38781353239945,103.768439867751,SAUJANA
511,JURONG WEST ST 52,16,1983,Y,N,N,Y,N,N,JW,212,0,0,134,78,0,0,0,0,0,0,0,0,511 JURONG WEST ST 52,1.34779267211314,103.71959110524,HONG KAH
511,PASIR RIS ST 52,18,1993,Y,N,N,Y,N,N,PRC,79,0,0,0,27,52,0,0,0,0,0,0,0,511 PASIR RIS ST 52,1.37496053801206,103.943992724645,PASIR RIS CENTRAL
511,SERANGOON NTH AVE 4,11,1995,Y,N,N,N,N,N,SGN,80,0,0,0,40,40,0,0,0,0,0,0,0,511 SERANGOON NTH AVE 4,1.3711995231746,103.87563237216,SERANGOON NORTH
511,WEST COAST DR,12,1977,Y,Y,N,Y,N,N,CL,132,0,0,0,132,0,0,0,0,0,0,0,0,511 WEST COAST DR,1.31032016677093,103.760411562158,CLEMENTI CENTRAL
511,WOODLANDS DR 14,12,1997,Y,N,N,N,N,N,WL,162,0,0,0,74,66,22,0,0,0,0,0,0,511 WOODLANDS DR 14,1.43345295690823,103.788653978912,WOODLANDS SOUTH
511,YISHUN ST 51,1,2017,N,N,N,N,N,Y,YS,0,0,0,0,0,0,0,0,0,0,0,0,0,511 YISHUN ST 51,1.41512979408684,103.841866526052,LOWER SELETAR
511A,BEDOK NTH ST 3,1,1980,N,Y,N,N,N,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,511A BEDOK NTH ST 3,1.33297557827606,103.930677162317,BEDOK NORTH
511A,CHOA CHU KANG ST 51,4,1993,N,N,N,N,Y,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,511A CHOA CHU KANG ST 51,1.38859055468141,103.741106691297,CHOA CHU KANG NORTH
511A,PASIR RIS ST 52,1,1994,N,N,N,N,N,Y,PRC,0,0,0,0,0,0,0,0,0,0,0,0,0,511A PASIR RIS ST 52,1.37480380431471,103.944181481316,PASIR RIS CENTRAL
511A,YISHUN ST 51,13,2016,Y,N,N,N,N,N,YS,144,0,0,24,84,36,0,0,0,0,0,0,0,511A YISHUN ST 51,1.41566230128128,103.841448577214,LOWER SELETAR
511B,YISHUN ST 51,13,2016,Y,N,N,N,N,N,YS,120,0,0,0,48,72,0,0,0,0,0,0,0,511B YISHUN ST 51,1.41560014502104,103.84241412452,LOWER SELETAR
511C,YISHUN ST 51,13,2016,Y,N,N,N,N,N,YS,84,0,0,60,24,0,0,0,0,0,0,0,0,511C YISHUN ST 51,1.41530305258667,103.842596778528,LOWER SELETAR
512,ANG MO KIO AVE 8,12,1979,Y,Y,N,N,N,N,AMK,150,0,0,124,22,1,3,0,0,0,0,0,0,512 ANG MO KIO AVE 8,1.3726147414362,103.849155674919,CHENG SAN
512,BEDOK NTH AVE 2,11,1978,Y,N,N,N,N,N,BD,140,0,0,0,140,0,0,0,0,0,0,0,0,512 BEDOK NTH AVE 2,1.33336715518929,103.929177675999,BEDOK NORTH
512,BISHAN ST 13,3,1990,N,Y,N,Y,N,N,BH,0,0,0,0,0,0,0,0,0,0,0,0,0,512 BISHAN ST 13,1.34962234975345,103.849881702733,BISHAN EAST
512,BT BATOK ST 52,11,1986,Y,N,N,Y,N,N,BB,90,0,0,0,0,0,90,0,0,0,0,0,0,512 BT BATOK ST 52,1.35398085001178,103.752778231289,GUILIN
512,CHOA CHU KANG ST 51,14,1993,Y,N,N,N,N,N,CCK,52,0,0,0,0,52,0,0,0,0,0,0,0,512 CHOA CHU KANG ST 51,1.38957559400369,103.741058409113,CHOA CHU KANG NORTH
512,HOUGANG AVE 10,13,1985,Y,N,N,Y,N,N,HG,161,0,0,0,101,60,0,0,0,0,0,0,0,512 HOUGANG AVE 10,1.37127315314256,103.88861964542,HOUGANG WEST
512,JELAPANG RD,14,1996,Y,N,N,N,N,N,BP,94,0,0,0,68,26,0,0,0,0,0,0,0,512 JELAPANG RD,1.38733197714311,103.768255010804,SAUJANA
512,PASIR RIS ST 52,14,1993,Y,N,N,N,N,N,PRC,51,0,0,0,13,38,0,0,0,0,0,0,0,512 PASIR RIS ST 52,1.37549049477777,103.943891547201,PASIR RIS CENTRAL
512,SERANGOON NTH AVE 4,11,1996,Y,N,N,Y,N,N,SGN,80,0,0,0,40,40,0,0,0,0,0,0,0,512 SERANGOON NTH AVE 4,1.37151235781968,103.875246643629,SERANGOON NORTH
512,WEST COAST DR,12,1977,Y,N,N,N,N,N,CL,132,0,0,0,132,0,0,0,0,0,0,0,0,512 WEST COAST DR,1.30995900089387,103.760210268491,CLEMENTI CENTRAL
512,WELLINGTON CIRCLE,14,2009,Y,N,N,N,N,N,SB,130,0,0,0,0,0,0,0,0,78,52,0,0,512 WELLINGTON CIRCLE,1.45391372464483,103.820295977961,ADMIRALTY
512,WOODLANDS DR 14,12,1997,Y,N,N,N,N,N,WL,162,0,0,0,74,66,22,0,0,0,0,0,0,512 WOODLANDS DR 14,1.43423238928987,103.788857198082,WOODLANDS SOUTH
512,YISHUN ST 51,7,2015,N,N,N,Y,Y,N,YS,0,0,0,0,0,0,0,0,0,0,0,0,0,512 YISHUN ST 51,1.41481827393275,103.841250663012,LOWER SELETAR
512A,SERANGOON NTH AVE 4,5,1995,N,N,N,N,Y,N,SGN,0,0,0,0,0,0,0,0,0,0,0,0,0,512A SERANGOON NTH AVE 4,1.37096043211136,103.875105987065,SERANGOON NORTH
512A,TAMPINES CTRL 1,1,1987,N,Y,N,N,N,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,512A TAMPINES CTRL 1,1.35452512033338,103.943947860672,TAMPINES EAST
512A,YISHUN ST 51,13,2016,Y,N,N,N,N,N,YS,110,0,0,38,72,0,0,0,0,0,0,0,0,512A YISHUN ST 51,1.41427715732808,103.841120644288,LOWER SELETAR
512B,YISHUN ST 51,13,2016,Y,N,N,Y,N,N,YS,110,0,0,38,72,0,0,0,0,0,0,0,0,512B YISHUN ST 51,1.41470704581506,103.842112341444,LOWER SELETAR
512C,YISHUN ST 51,13,2016,Y,N,N,Y,N,N,YS,120,0,0,0,48,72,0,0,0,0,0,0,0,512C YISHUN ST 51,1.41495775877443,103.842654982886,LOWER SELETAR
513,ANG MO KIO AVE 8,11,1979,Y,N,N,Y,N,N,AMK,157,0,0,134,20,0,3,0,0,0,0,0,0,513 ANG MO KIO AVE 8,1.37274887735559,103.850191392582,CHENG SAN
513,BEDOK NTH AVE 2,11,1978,Y,N,N,N,N,N,BD,140,0,0,0,140,0,0,0,0,0,0,0,0,513 BEDOK NTH AVE 2,1.33296325978368,103.929255599883,BEDOK NORTH
513,BISHAN ST 13,2,1989,N,Y,N,N,N,N,BH,0,0,0,0,0,0,0,0,0,0,0,0,0,513 BISHAN ST 13,1.34946633905282,103.849467349041,BISHAN EAST
513,BT BATOK ST 52,4,1986,Y,N,N,N,N,N,BB,24,0,0,0,18,6,0,0,0,0,0,0,0,513 BT BATOK ST 52,1.35405485249506,103.752320202563,GUILIN
513,CHOA CHU KANG ST 51,14,1993,Y,N,N,N,N,N,CCK,52,0,0,0,0,52,0,0,0,0,0,0,0,513 CHOA CHU KANG ST 51,1.38976124644103,103.742482515604,CHOA CHU KANG NORTH
513,HOUGANG AVE 10,12,1985,Y,N,N,N,N,N,HG,114,0,0,0,74,40,0,0,0,0,0,0,0,513 HOUGANG AVE 10,1.37206841466002,103.889663625576,HOUGANG WEST
513,JELAPANG RD,15,1997,Y,N,N,N,N,N,BP,66,0,0,0,24,28,14,0,0,0,0,0,0,513 JELAPANG RD,1.38805668293303,103.76772541267,SAUJANA
513,JURONG WEST ST 52,14,1983,Y,N,N,Y,N,N,JW,128,0,0,62,66,0,0,0,0,0,0,0,0,513 JURONG WEST ST 52,1.34745759842817,103.719968013012,HONG KAH
513,PASIR RIS ST 52,14,1993,Y,N,N,N,N,N,PRC,69,0,0,0,35,34,0,0,0,0,0,0,0,513 PASIR RIS ST 52,1.37517789596632,103.943569595629,PASIR RIS CENTRAL
513,TAMPINES CTRL 1,1,1988,N,Y,N,N,N,N,TAP,0,0,0,0,0,0,0,0,0,0,0,0,0,513 TAMPINES CTRL 1,1.35391812778833,103.944395754525,TAMPINES EAST
513,WEST COAST RD,14,1979,Y,N,N,N,N,N,CL,206,0,0,178,26,1,1,0,0,0,0,0,0,513 WEST COAST RD,1.30866602211237,103.760258216299,CLEMENTI WEST
513,WELLINGTON CIRCLE,14,2009,Y,N,N,Y,N,N,SB,156,0,50,0,0,0,0,0,0,91,15,0,0,513 WELLINGTON CIRCLE,1.45420776620009,103.82013524496,ADMIRALTY
513,WOODLANDS DR 14,12,1998,Y,N,N,N,N,N,WL,162,0,0,0,74,66,22,0,0,0,0,0,0,513 WOODLANDS DR 14,1.43386698574021,103.789472977537,WOODLANDS SOUTH
513,YISHUN ST 51,6,2016,N,Y,N,N,Y,N,YS,0,0,0,0,0,0,0,0,0,0,0,0,0,513 YISHUN ST 51,1.41600486949205,103.844251717032,LOWER SELETAR
513A,BEDOK NTH AVE 2,3,2007,N,N,N,N,Y,N,BD,0,0,0,0,0,0,0,0,0,0,0,0,0,513A BEDOK NTH AVE 2,1.33232613313685,103.929344879719,BEDOK NORTH
513A,CHOA CHU KANG ST 51,5,1993,N,N,N,N,Y,N,CCK,0,0,0,0,0,0,0,0,0,0,0,0,0,513A CHOA CHU KANG ST 51,1.39032064291068,103.742372956822,CHOA CHU KANG NORTH
513A,JELAPANG RD,1,1997,N,N,N,N,Y,N,BP,0,0,0,0,0,0,0,0,0,0,0,0,0,513A JELAPANG RD,1.38796662178371,103.767437777556,SAUJANA
513A,YISHUN ST 51,13,2017,Y,N,N,N,N,N,YS,108,0,0,48,36,24,0,0,0,0,0,0,0,513A YISHUN ST 51,1.41604013194338,103.843489405235,LOWER SELETAR
513B,YISHUN ST 51,13,2017,Y,N,N,N,N,N,YS,84,0,0,0,36,48,0,0,0,0,0,0,0,513B YISHUN ST 51,1.41572235710803,103.843648447267,LOWER SELETAR
513C,YISHUN ST 51,13,2017,Y,N,N,N,N,N,YS,108,0,0,48,36,24,0,0,0,0,0,0,0,513C YISHUN ST 51,1.41540780549145,103.84380144741,LOWER SELETAR
513D,YISHUN ST 51,13,2017,Y,N,N,N,N,N,YS,132,0,0,0,60,72,0,0,0,0,0,0,0,513D YISHUN ST 51,1.41563356027215,103.844327816523,LOWER SELETAR
514,BEDOK NTH AVE 2,9,1978,Y,N,N,N,N,N,BD,144,0,53,0,0,0,0,0,0,0,91,0,0,514 BEDOK NTH AVE 2,1.33224019718694,103.92890624288,BEDOK NORTH
514,BISHAN ST 13,3,1989,N,Y,N,N,Y,N,BH,0,0,0,0,0,0,0,0,0,0,0,0,0,514 BISHAN ST 13,1.35011694205963,103.849763180442,BISHAN EAST
514,BT BATOK ST 52,12,1986,Y,N,N,N,N,N,BB,88,0,0,0,48,40,0,0,0,0,0,0,0,514 BT BATOK ST 52,1.3544681944625,103.752589182658,GUILIN
514,CHOA CHU KANG ST 51,14,1993,Y,N,N,N,N,N,CCK,112,0,0,0,61,51,0,0,0,0,0,0,0,514 CHOA CHU KANG ST 51,1.3903050833703,103.74308786685,CHOA CHU KANG NORTH
