out_WEEKENDS_HOLIDAY_eating_2
1840914.0
1863537.0
1638463.0
1418862.0
986705.0
440028.0
1662378.0
1510717.0
1210257.0
1636123.0
1065018.0
1591796.0
1912294.0
1687729.0
1775485.0
1759588.0
729970.0
819540.0
1716237.0
215519.0
1656778.0
1765246.0
1659896.0
1846758.0
182197.0
1241472.0
1616181.0
1576824.0
1838597.0
1060358.0
769010.0
1364832.0
1013341.0
1840490.0
559181.0
1074676.0
635175.0
1714332.0
1229597.0
1857593.0
1806393.0
1731657.0
1971141.0
1794964.0
1210309.0
203674.0
1531096.0
1504642.0
719051.0
1175858.0
880621.0
2148515.0
1559342.0
1428993.0
2136904.0
1162739.0
1873876.0
1228435.0
1645614.0
1571439.0
1851739.0
816528.0
1937543.0
1506447.0
1710159.0
1782486.0
1414328.0
1534897.0
1274908.0
1240515.0
790675.0
1069725.0
1651066.0
402540.0
840180.0
1451754.0
1742302.0
1702599.0
1843134.0
2004515.0
1621174.0
1921192.0
1568267.0
1619827.0
269607.0
736436.0
595672.0
696340.0
252819.0
1975326.0
1444075.0
1139892.0
756163.0
548188.0
1718833.0
881785.0
769266.0
1045002.0
1722894.0
970640.0
352419.0
1503181.0
984302.0
1792812.0
975331.0
962595.0
772219.0
1536625.0
1666410.0
1585836.0
1390327.0
907171.0
1330360.0
1147266.0
1841408.0
1077365.0
1394809.0
1040602.0
1211743.0
1497051.0
345531.0
1042432.0
1398542.0
332718.0
1361908.0
1511454.0
1623890.0
1571900.0
1636741.0
1249942.0
1611840.0
960377.0
1276650.0
1288907.0
1744037.0
1416080.0
176796.0
1943475.0
653308.0
617416.0
725002.0
2083319.0
1874624.0
1440579.0
