out_WEEKENDS_HOLIDAY_eating_0.5
258789.0
629718.0
125419.0
115001.0
279915.0
25888.0
117130.0
87221.0
272639.0
30954.0
63693.0
161644.0
81185.0
75043.0
38880.0
537602.0
62359.0
76638.0
92962.0
79275.0
263212.0
569469.0
331241.0
190133.0
77327.0
51468.0
71082.0
282874.0
174665.0
58836.0
180181.0
65036.0
65925.0
37675.0
32911.0
67629.0
42932.0
163543.0
356251.0
108726.0
165391.0
329963.0
165978.0
161915.0
124792.0
79275.0
413563.0
211200.0
76119.0
255155.0
52560.0
153780.0
84543.0
150632.0
251864.0
427929.0
84355.0
244115.0
303955.0
76368.0
136274.0
7711.0
93387.0
520675.0
299449.0
158386.0
74480.0
122932.0
98098.0
297083.0
34889.0
297970.0
288531.0
14311.0
89776.0
77179.0
116162.0
241263.0
138384.0
116695.0
106785.0
623088.0
289896.0
310599.0
710.0
126011.0
132907.0
61054.0
48643.0
77728.0
91656.0
39334.0
237468.0
24117.0
634183.0
101810.0
22848.0
376858.0
644238.0
116179.0
146850.0
109450.0
477965.0
103408.0
447630.0
85395.0
108094.0
167920.0
137297.0
178591.0
73025.0
20842.0
270254.0
305303.0
573508.0
373996.0
96389.0
95729.0
298895.0
99105.0
629.0
315941.0
103886.0
10868.0
57307.0
120793.0
72444.0
49903.0
139954.0
52338.0
64191.0
61138.0
88094.0
148963.0
390258.0
203453.0
74873.0
540235.0
79719.0
177317.0
177317.0
98133.0
642620.0
242370.0
