out_WEEKDAY_working_1
2410423.0
3841486.0
2190126.0
1154273.0
1870398.0
448485.0
3517349.0
1007993.0
1684415.0
622596.0
1120323.0
1970596.0
4160090.0
1298020.0
1630090.0
4300834.0
956292.0
1597186.0
2312181.0
435215.0
1956559.0
3444524.0
2950301.0
3127090.0
427948.0
463987.0
2059368.0
2807507.0
1846520.0
1334079.0
1142934.0
1143294.0
733241.0
1006392.0
1063898.0
909212.0
396689.0
2398923.0
2216715.0
1955380.0
1804215.0
2827105.0
2072559.0
3273817.0
1415574.0
435215.0
3191882.0
3550273.0
813385.0
1507478.0
761339.0
2228808.0
1431437.0
2994266.0
2857286.0
2247687.0
2877768.0
1808301.0
2751809.0
1179102.0
1532632.0
1218089.0
905961.0
3140038.0
2512350.0
2210716.0
1396671.0
2899399.0
1220850.0
1570556.0
1115431.0
1394992.0
2242661.0
111590.0
1248072.0
2029264.0
1642789.0
2268229.0
2163419.0
1899830.0
1046493.0
4105543.0
1845336.0
2133631.0
71173.0
960192.0
1504249.0
399908.0
417041.0
1464715.0
2022094.0
828308.0
1543654.0
539117.0
3423524.0
1793131.0
578596.0
2515624.0
3431832.0
1189577.0
949785.0
2460130.0
3221883.0
3941094.0
2804282.0
2315291.0
1037435.0
1880483.0
2507657.0
2470562.0
1078500.0
670787.0
2224198.0
1949974.0
3184310.0
2282902.0
2553090.0
1888249.0
1791903.0
1983964.0
530829.0
2168448.0
1315524.0
218364.0
3118201.0
2447524.0
3390105.0
1373150.0
3199058.0
889684.0
950250.0
1863907.0
865004.0
2477257.0
2647317.0
4129009.0
486389.0
3236678.0
643591.0
762917.0
834404.0
1649877.0
3940737.0
2191093.0
