tap_out_traffic0.5
13261.0
1627.0
8631.0
960.0
14213.0
4375.0
6840.0
7532.0
30110.0
2235.0
7289.0
3829.0
4316.0
1918.0
8798.0
4247.0
2804.0
2070.0
33.0
6503.0
7685.0
5597.0
10298.0
3.0
3942.0
2611.0
9767.0
17221.0
5982.0
1817.0
4276.0
1910.0
1604.0
769.0
3594.0
2941.0
6951.0
7150.0
2973.0
4344.0
4625.0
6402.0
4540.0
7428.0
33.0
1202.0
10263.0
4898.0
4615.0
3152.0
2995.0
5769.0
2633.0
6164.0
7321.0
3690.0
2832.0
6748.0
4640.0
3252.0
187.0
3312.0
8563.0
7318.0
5608.0
7279.0
5704.0
4435.0
5235.0
5916.0
5198.0
5296.0
4583.0
10214.0
1606.0
4280.0
4251.0
1573.0
10061.0
3822.0
6837.0
956.0
5144.0
6353.0
3658.0
2588.0
22947.0
5719.0
2978.0
4563.0
5599.0
2617.0
43897.0
4102.0
2236.0
3335.0
2921.0
7367.0
20998.0
4066.0
6656.0
5262.0
6773.0
2843.0
3403.0
4362.0
8976.0
5302.0
6515.0
7397.0
43279.0
3967.0
5901.0
8124.0
3265.0
5262.0
4282.0
2899.0
7455.0
3385.0
2679.0
9078.0
3844.0
2928.0
6636.0
5790.0
1162.0
5248.0
9378.0
12543.0
3193.0
4327.0
622.0
622.0
2194.0
1997.0
7820.0
