in_WEEKDAY_total_0.5
1329460.0
3038103.0
845071.0
570749.0
1262832.0
170054.0
609569.0
433190.0
1303854.0
145680.0
361927.0
826538.0
361654.0
428634.0
491303.0
2637067.0
342017.0
330321.0
474107.0
268873.0
1024286.0
2563096.0
1628698.0
924306.0
255763.0
218032.0
382084.0
1588229.0
723087.0
303207.0
672170.0
301054.0
417305.0
213791.0
150467.0
342122.0
236460.0
940752.0
1818039.0
582075.0
730913.0
1704384.0
654908.0
761576.0
654990.0
268873.0
1939273.0
838397.0
398829.0
1109614.0
302224.0
632582.0
378317.0
651902.0
792911.0
1945438.0
413332.0
1110762.0
1186062.0
216806.0
657806.0
25997.0
438064.0
2665645.0
1175800.0
616058.0
195003.0
606643.0
518938.0
1023564.0
311432.0
1061220.0
1181430.0
64623.0
455336.0
473531.0
579108.0
1172271.0
634038.0
533093.0
523235.0
2984497.0
1344440.0
1245926.0
1567.0
631761.0
713742.0
304946.0
242929.0
306010.0
518720.0
321464.0
1135045.0
256345.0
3327360.0
387157.0
101902.0
1799847.0
3426930.0
536830.0
684319.0
572978.0
2595723.0
575575.0
2434929.0
358190.0
491914.0
802782.0
722426.0
916507.0
370069.0
163061.0
1416424.0
1213045.0
3120932.0
1792448.0
490072.0
409171.0
1255398.0
431892.0
2953.0
1686558.0
518478.0
127314.0
290570.0
602435.0
473476.0
159793.0
717008.0
295737.0
246264.0
366581.0
402046.0
738922.0
1724045.0
838914.0
539309.0
2992925.0
323264.0
704128.0
704128.0
450054.0
3075848.0
1117630.0
