out_WEEKENDS_HOLIDAY_eating_0.2
92347.0
63459.0
12637.0
16314.0
160139.0
16395.0
40530.0
40112.0
236401.0
5188.0
27530.0
24300.0
32147.0
54017.0
0.0
66621.0
28788.0
24787.0
20960.0
69492.0
69596.0
483234.0
32929.0
73736.0
77327.0
14920.0
14128.0
21843.0
23212.0
17042.0
124947.0
7930.0
11861.0
27598.0
394.0
9681.0
11761.0
61880.0
0.0
20725.0
79651.0
200196.0
36141.0
25692.0
56600.0
9783.0
332223.0
22201.0
35906.0
18846.0
8783.0
73278.0
38757.0
65199.0
17944.0
259950.0
0.0
212010.0
121977.0
6235.0
58782.0
2738.0
23214.0
304964.0
131052.0
13235.0
5347.0
30842.0
27291.0
134681.0
9885.0
36350.0
93611.0
4948.0
24405.0
1316.0
0.0
162854.0
49921.0
26327.0
14814.0
550478.0
62252.0
147447.0
0.0
11523.0
49330.0
16406.0
4015.0
18472.0
31429.0
33868.0
170030.0
13565.0
5265.0
23414.0
6644.0
147593.0
590062.0
38779.0
42266.0
38940.0
37666.0
9513.0
360675.0
18653.0
94346.0
47813.0
40545.0
28878.0
16860.0
10404.0
148190.0
1526.0
512118.0
240709.0
10124.0
3981.0
248194.0
41959.0
628.0
283397.0
53870.0
9435.0
15932.0
45376.0
21364.0
40998.0
51190.0
25025.0
49434.0
17652.0
25557.0
105939.0
36070.0
25274.0
71434.0
686.0
14034.0
0.0
91458.0
15382.0
396481.0
180453.0
