,BusStopCode,RoadName,Description,Latitude,Longitude
1372,26151,Tuas Ave 11,Opp Hempel,1.32452998769194,103.64252271521323
1373,26161,Tuas Ave 11,3NC S'pore,1.32238325656852,103.6448005401494
1374,26171,Tuas Ave 11,Richee Engrg,1.32013250000852,103.64712138903367
1375,26201,Tuas West Dr,Opp MSD,1.32695291537121,103.63192950215767
1376,26209,Tuas West Dr,MSD,1.32692000001177,103.63175333302223
1377,26211,Tuas Sth Ave 9,Framo S'pore Pte Ltd,1.2909661076742,103.6368386816709
1378,26221,Tuas Sth Ave 9,Opp YLS Steel,1.29324977797865,103.63700231055886
1379,26241,Tuas Sth Ave 3,Aft Tuas Sth Ave 2,1.32051139798651,103.63084994911132
1380,26249,Tuas Sth Ave 3,Bef Tuas Sth Ave 2,1.32047370757812,103.63121830364248
1381,26251,Tuas Sth Ave 3,Bef Tuas Sth Ave 2,1.31744784261205,103.62972683501111
1382,26259,Tuas Sth Ave 3,Aft Tuas Sth Ave 2,1.31751639387096,103.63011079068617
1383,26261,Tuas Sth Ave 3,Aft Tuas Sth Ave 4,1.31470906872568,103.62871219060811
1384,26269,Tuas Sth Ave 3,Bef Tuas Sth Ave 4,1.3143583329901,103.62895500001656
1385,26279,Tuas Sth Ave 3,Aft Tuas Sth Ave 4,1.31133425245546,103.6278418960082
1386,26289,Tuas Sth Ave 3,Aft Tuas Sth St 2,1.30854575415228,103.62682065616312
1387,26299,Tuas Sth Ave 3,Bef Tuas Sth Ave 6,1.30510954355111,103.62556346611815
1388,26311,Tuas Sth Ave 5,Aft Tuas Sth Ave 6,1.30228826515768,103.62978115947503
1389,26321,Tuas Sth Ave 5,Bef Tuas Sth St 2,1.30603953289231,103.63116893582946
1390,26331,Tuas Sth Ave 5,RS Components,1.30869957612651,103.63213426017337
1391,26349,Tuas Sth Ave 4,Tuas Technology Pk,1.3119396916744,103.62993851893346
1392,26369,Tuas Sth Ave 3,See Hup Seng,1.2984699944142,103.62308583345813
1393,26379,Tuas Sth Ave 3,Yong Nam,1.29387380677403,103.62192147229634
1394,26389,Tuas Sth Ave 3,Bef Tuas Sth Ave 5,1.29055080908937,103.62453377233186
1395,26399,Tuas Sth Ave 3,Aft Tuas View Cres,1.28949499042217,103.627460343254
1396,26409,Tuas Sth Ave 3,Multico,1.28912909258559,103.63019873280872
1397,26419,Tuas Sth Ave 3,Aft Tuas View Circuit,1.28891937327423,103.63301962123198
1398,26429,Tuas Sth Ave 3,Bef Tuas Sth Ave 9,1.28869749978137,103.63586909363458
1399,26431,Tuas Sth Ave 8,Aft Tuas Sth Ave 9,1.29448159014169,103.63619121489278
1400,26441,Tuas Sth Ave 8,Bef Tuas Sth Ave 7,1.29568927488087,103.63296571362545
1401,26451,Tuas Sth Ave 8,Bef Tuas Sth Ave 5,1.29689770170555,103.62977787735203
1402,26461,Tuas Sth Ave 5,Aft Tuas Sth Ave 8,1.29946472196917,103.62876777798095
1403,27011,Nanyang Cres,Hall 11 Blk 55,1.35586334559449,103.68610938870162
1404,27021,Nanyang Cres,Hall 15,1.35324138896679,103.68192916699402
1405,27031,Nanyang Cres,Hall 12,1.35186815681876,103.68051749839925
1406,27041,Nanyang Cres,NIE CP 7,1.35071936245692,103.67864247139183
1407,27051,Nanyang Cres,NIE Lib,1.34845333297072,103.67665805600423
1408,27061,Nanyang Dr,Sch of ADM,1.34984722128218,103.68387082088056
1409,27069,Nanyang Dr,Blk 41,1.35008972199881,103.68418444402793
1410,27071,Nanyang Cres,Nanyang Cres Halls,1.35507533539502,103.68452767084537
1411,27091,Jln Bahar,Opp Blk 271 CP,1.34910999998031,103.70388500000492
1412,27099,Jln Bahar,Blk 271 CP,1.35023689448473,103.70360999821403
1413,27101,Jln Bahar,Opp Westwood Sec Sch,1.35259472200365,103.70111638902962
1414,27109,Jln Bahar,Westwood Sec Sch,1.35309472199852,103.70082305601869
1415,27121,Jln Bahar,Bef Nanyang Ave,1.35682305601032,103.69521277798744
1416,27129,Jln Bahar,Opp Nanyang Ave,1.35733217246828,103.69516041986128
1417,27131,Jurong West St 91,Blk 932,1.34193999997072,103.6885297219715
1418,27139,Jurong West St 91,Blk 934,1.34202746082141,103.68898154351334
1419,27141,Jurong West St 91,Blk 920,1.33967546710179,103.68779973857258
1420,27149,Jurong West St 91,Juying Pr Sch,1.33906525108364,103.68875795867145
1421,27159,Jurong West St 92,Blk 924,1.34033777802121,103.69005138898682
1422,27169,Nanyang Ave,Bef Jln Bahar,1.35693103245165,103.69424464254188
1423,27171,Nanyang Ave,Bef Lor Danau,1.35604565059158,103.6916825448322
1424,27179,Nanyang Ave,Aft Lor Danau,1.35618418171977,103.6917825773122
1425,27181,Nanyang Ave,PUB Sub-Stn,1.35587588807417,103.68903620638115
1426,27189,Nanyang Ave,Opp PUB Sub-Stn,1.35607204234326,103.68903921690323
1427,27199,Nanyang Ave,Hall 11,1.35434216792763,103.68685754938303
1428,27209,Nanyang Ave,Halls 8 & 9,1.35150701703353,103.68569234331088
1429,27211,Nanyang Dr,Lee Wee Nam Lib,1.34793140650697,103.68050066497821
1430,27219,Nanyang Dr,NIE Blk 2,1.34793269501118,103.68025240016884
1431,27221,Nanyang Dr,Sch Of CEE,1.34623151653928,103.67851763727317
1432,27231,Nanyang Dr,Wee Kim Wee Sch of C&I,1.34207972361937,103.67922271593845
1433,27241,Nanyang Dr,Sch of PMS,1.33998726585628,103.68089382456998
1434,27251,Nanyang Dr,Academic Bldg Sth,1.34162269584125,103.68420609962317
1435,27261,Nanyang Dr,Hall 4,1.34332011366726,103.68632093846232
1436,27271,Jurong West St 91,Blk 962,1.34199989028017,103.69132051378558
1437,27279,Jurong West St 91,Blk 953,1.34210239034142,103.69119289371211
1438,27281,Lien Ying Chow Dr,Hall 1,1.34565500002282,103.68780555602468
1439,27291,Lien Ying Chow Dr,Opp Hall 6,1.34772267411254,103.68649929145208
1440,27301,Pioneer Rd Nth,Blk 978,1.34045284969365,103.69439784182157
1441,27309,Pioneer Rd Nth,Blk 705,1.3410704693164,103.69426536144466
1442,27311,Lien Ying Chow Dr,Hall 2,1.34902211051484,103.68539285058924
1443,27321,Pioneer Rd Nth,Blk 949,1.34403944399659,103.6917308330011
1444,27329,Pioneer Rd Nth,Blk 840,1.34404250003243,103.69186499999779
1445,27331,Jurong West St 72,West Grove Pr Sch,1.34537305600812,103.69941138898014
1446,27341,Jurong West St 72,Blk 729,1.34663703411498,103.69778819793345
1447,27349,Jurong West St 72,Blk 745,1.34680805601666,103.69781805598312
1448,27351,Jurong West Ave 5,Blk 715,1.34423200986065,103.69613170622605
1449,27359,Jurong West Ave 5,Blk 817,1.34441434989381,103.69601368907118
1450,27361,Jurong West Ave 5,Blk 710,1.34294490356227,103.6945223808434
1451,27369,Jurong West Ave 5,Blk 834,1.34285373346865,103.6941039562493
1452,27371,Jurong West St 75,Opp Blk 755,1.34751384306624,103.700994411555
1453,27379,Jurong West St 75,Blk 755,1.34805042142493,103.70087385175057
1454,27381,Jurong West St 75,Blk 749,1.348143,103.698209
1455,27389,Jurong West St 75,Gek Poh Shop Ctr,1.34845180903204,103.69810437813979
1456,27391,Jurong West St 82,Blk 857,1.34842706557746,103.6963119899037
1457,27399,Jurong West St 82,Bet Blks 859/860,1.34866469760279,103.69640367719292
1458,27401,Jurong West St 81,Opp Blk 821,1.34736600563095,103.6941379590552
1459,27409,Jurong West St 81,Blk 821,1.34719000000045,103.69416749997193
1460,27411,Jurong West St 81,Blk 844A CP,1.34590833297224,103.69273749998102
1461,27419,Jurong West St 81,Blk 827,1.34575472199235,103.6928200000021
1462,27421,Jurong West St 71,Blk 701,1.3428341669778,103.69536361096887
1463,27429,Jurong West St 71,Blk 711,1.34286500004293,103.69555805555355
1464,27431,Jurong West Ave 5,Blk 762,1.34946527300866,103.69734630614052
1465,27439,Jurong West Ave 5,Blk 861,1.34941077845235,103.6971171383191
1466,27441,Jurong West Ave 5,Bet Blks 757/758,1.35032868767666,103.70079327483805
1467,27449,Jurong West Ave 5,Aft Westwood Ave,1.35053242519874,103.70107895859192
1468,27451,Jurong West Ave 3,Bet Blks 272D/271A,1.35128613677034,103.7041505569119
1469,27459,Jurong West Ave 3,Blk 273B,1.35145070001383,103.70399035610369
1470,27461,Jurong West Ave 3,Opp Blk 276B,1.35293305775698,103.70512862147237
1471,27469,Jurong West Ave 3,Blk 276B,1.35307192192765,103.70486709831036
1472,27471,Jurong West St 23,Corporation Pr Sch,1.35216655807357,103.70782478135614
1473,27479,Jurong West St 23,Opp Corporation Pr Sch,1.3518923433776,103.70818261767401
1474,27501,Jurong West St 93,NTUC HEALTH NURSING HME,1.34097116721964,103.69167107077278
1475,27509,Jurong West St 93,Bef Yunnan Cres,1.34043647212319,103.69135819975955
1476,27511,Jurong West St 93,Blk 974,1.33925202251324,103.69310573763543
1477,27519,Jurong West St 93,Opp Blk 974,1.34004285535929,103.69292404819555
1478,27521,Jurong West St 93,Blk 986 CP,1.3368089664846,103.69406174421559
1479,27529,Jurong West St 93,Opp Blk 987A,1.33629804819426,103.69406295180332
1480,27531,Jurong West St 91,Blk 918,1.34052795177305,103.68697304819686
1481,27539,Jurong West St 91,BEF XINGNAN PR SCH,1.34071614464901,103.6868923374865
1482,28009,Jurong Gateway Rd,Jurong East Int,1.33235,103.740664
1483,28011,C'wealth Ave West,BEF TOH TUCK AVE,1.32425805601593,103.7591472219987
1484,28019,C'wealth Ave West,Aft Toh Tuck Ave,1.32492720506757,103.75894333173954
1485,28021,Boon Lay Way,OPP 8 @TRADEHUB 21,1.32615808379173,103.75545022241596
1486,28029,Boon Lay Way,8 @ TRADEHUB 21,1.32688998200812,103.75436027668461
1487,28031,Boon Lay Way,Bef The Synergy,1.32790100001681,103.75101499996688
1488,28039,Boon Lay Way,Aft Boon Lay Sub Stn,1.3280750000324,103.75140833297368
1489,28041,Boon Lay Way,The Synergy,1.33008349967851,103.74828366332322
1490,28049,Boon Lay Way,Opp The Synergy,1.33069921313648,103.7481034124348
1491,28051,Boon Lay Way,Opp Ng Teng Fong Gen Hosp,1.33228999677029,103.74574002371804
1492,28059,Boon Lay Way,Ng Teng Fong General Hosp,1.33260638902834,103.74580722197156
1493,28061,Boon Lay Way,J Gateway,1.33596390763107,103.74254813709638
1494,28069,Boon Lay Way,Blk 203,1.33644240098532,103.74255737341373
1495,28071,Boon Lay Way,Blk 105,1.33765035288669,103.73904242961275
1496,28079,Boon Lay Way,Blk 210,1.33839906637569,103.7386009027093
1497,28081,Boon Lay Way,Blk 112,1.33950830792818,103.73664764665054
1498,28089,Boon Lay Way,Bef Yuhua CC,1.34016358625469,103.73634638831608
1499,28091,Boon Lay Way,Lakeside Stn,1.34425795644531,103.72012487725401
1500,28099,Boon Lay Way,Opp Lakeside Stn,1.344324,103.719266
1501,28101,Toh Tuck Ave,Opp SMRT Ulu Pandan Depot,1.33312436803086,103.75905617435505
1502,28109,Toh Tuck Ave,SMRT Ulu Pandan Depot,1.33327344230787,103.7593317971408
1503,28181,Toh Tuck Ave,Bef Toh Tuck Lk,1.32996642498284,103.75819801692671
1504,28189,Toh Tuck Ave,Aft Toh Tuck Lk,1.32992124735954,103.75850603827898
1505,28199,Jurong Gateway Rd,Opposite JEM,1.332679,103.743839
1506,28201,Jurong Gateway Rd,Opp The JTC Summit,1.33205706208933,103.7418504873348
1507,28211,Jurong Gateway Rd,Bef Jurong East Stn,1.33418677275445,103.74070680700304
1508,28221,Jurong Town Hall Rd,Opp Intl Business Pk,1.32761805004,103.74494173101616
1509,28229,Jurong Town Hall Rd,German Ctr,1.32536675242565,103.74593185918442
1510,28231,Jurong Town Hall Rd,Jurong Town Hall,1.32986201071411,103.74248183726264
1511,28239,Jurong Town Hall Rd,Opp Jurong Town Hall,1.32980442518564,103.74307145172916
1512,28241,Jurong Town Hall Rd,Opp Jurong East Lib,1.33175858461326,103.73957485927775
1513,28249,Jurong Town Hall Rd,Jurong East Lib,1.332605,103.739045
1514,28251,Jurong Town Hall Rd,S'pore Science Ctr,1.33382805600325,103.7369883329766
1515,28259,Jurong Town Hall Rd,Opp S'pore Science Ctr,1.33415472196842,103.73698833298555
1516,28261,Jurong Town Hall Rd,Aft S'pore Science Ctr,1.33614236992322,103.73489878344925
1517,28269,Jurong Town Hall Rd,Blk 118,1.33653242651923,103.73499280022457
1518,28271,Jurong Town Hall Rd,Opp Blk 114,1.33899259685337,103.73390575121081
1519,28279,Jurong Town Hall Rd,Blk 114,1.33948295480474,103.73423653369264
1520,28281,Jurong Town Hall Rd,Opp Blk 227,1.3420603281321,103.73537548132207
1521,28289,Jurong Town Hall Rd,Blk 228,1.34238972202327,103.73598888901057
1522,28291,Jurong Town Hall Rd,Blk 303,1.34446090409168,103.73638303040048
1523,28299,Jurong Town Hall Rd,Blk 253,1.34438323067917,103.73667027224192
1524,28301,Jurong Gateway Rd,Blk 131,1.33473899929823,103.74030301599491
1525,28309,Jurong Town Hall Rd,Intl Business Pk,1.32628627629778,103.74578490414557
1526,28311,Jurong East Ctrl,Blk 209,1.33825277511898,103.74108351905207
1527,28319,Jurong East Ctrl,Blk 207,1.33862623918679,103.74173313734524
1528,28321,Jurong East Ave 1,Blk 239,1.34127166427214,103.74090313908255
1529,28329,Jurong East Ave 1,Blk 246,1.3414709231345,103.74043571670437
1530,28331,Jurong East Ave 1,Blk 229,1.34204392869092,103.73804926872124
1531,28339,Jurong East Ave 1,Blk 252,1.34270510558579,103.73737517747826
1532,28341,Boon Lay Way,Chinese Gdn Stn,1.34247027799798,103.73271277802048
1533,28349,Boon Lay Way,Opp Chinese Gdn Stn,1.34255113741933,103.73318514055593
1534,28351,Boon Lay Way,Opp Blk 350,1.343615278018,103.73105583301476
1535,28359,Boon Lay Way,Blk 350,1.34388722199927,103.73119944403174
1536,28361,Boon Lay Way,Jurong Lake,1.34418881822068,103.72748780602458
1537,28369,Boon Lay Way,Opp Jurong Lake,1.34449722197147,103.72747138899737
1538,28371,Boon Lay Way,Bef Jurong West St 51,1.34487972199034,103.72409194399874
1539,28379,Boon Lay Way,Aft Jurong West St 51,1.34513639882838,103.72426131705271
1540,28381,Jurong West St 51,Blk 515,1.34626967118054,103.72129604136144
1541,28389,Jurong West St 51,Opp Blk 515,1.34646209983221,103.72147231551902
1542,28391,Jurong West St 51,Blk 501,1.34978093237085,103.71937165971983
1543,28399,Jurong West St 51,Blk 458,1.34974947213063,103.71964821094637
1544,28401,Jurong West Ave 1,Blk 502,1.3506545513673,103.71861401513462
1545,28409,Jurong West Ave 1,Blk 454,1.35081149361542,103.71793769087185
1546,28411,Jurong West St 52,Blk 526,1.34805444396931,103.7176175000189
1547,28421,Jurong West St 52,Blk 517,1.34591586108958,103.71934571086803
1548,28431,Jurong East Ctrl,Blk 134,1.33449626498358,103.73881557585635
1549,28439,Jurong East Ctrl,Blk 124,1.33451434015094,103.7385749816785
1550,28441,Jurong East Ctrl,Seventh-Day Advent Ch,1.33576638902918,103.73884916698127
1551,28449,Jurong East Ctrl,Bef Seventh-Day Advent Ch,1.33618166701348,103.73944500002973
1552,28451,Jurong East Ave 1,Parc Oasis,1.34394189080479,103.73465998158574
1553,28459,Jurong East Ave 1,Opp Parc Oasis,1.34440772894012,103.7343152870331
1554,28461,Jurong East Ave 1,Blk 347,1.345332402809,103.73205383657178
1555,28469,Jurong East Ave 1,Blk 316,1.34612717332075,103.73193313637753
1556,28471,Jurong East St 32,Opp Blk 311,1.34811145616559,103.73224640616968
1557,28481,Jurong East St 32,Blk 306,1.34618139069958,103.73421591577221
1558,28491,Jurong East Ave 1,Opp Jurong Polyclinic,1.34905596073619,103.7307863306416
1559,28499,Jurong East Ave 1,Jurong Polyclinic,1.34963044051902,103.73046199733298
1560,28501,Jurong West Ave 1,Blk 490,1.34980328426271,103.72737769835274
1561,28509,Jurong West Ave 1,Blk 422,1.35003470887569,103.72654009750788
1562,28511,Jurong West Ave 1,Blk 463,1.35063596491215,103.7237236090261
1563,28519,Jurong West Ave 1,Blk 425,1.35058416759245,103.72452492776075
1564,28521,Jurong West Ave 1,Blk 457,1.35097548065061,103.72120042369096
1565,28529,Jurong West Ave 1,Blk 441,1.35117921308914,103.7206511492765
1566,28531,Jurong West Ave 1,Blk 536,1.35006115514965,103.71652940446651
1567,28539,Jurong West Ave 1,Blk 538,1.34975477386966,103.71542393424821
1568,28541,Jurong West St 42,Blk 551,1.35235805602121,103.7172600000334
1569,28551,Jurong West St 42,Blk 560A,1.35309201855261,103.71993998752167
1570,28561,Jurong West St 42,Blk 402,1.35318546958489,103.72232429359829
1571,28571,Jurong West St 42,Blk 416,1.35242067621829,103.72542293305399
1572,28581,Jurong West St 41,Blk 491,1.34925114010527,103.72570564902432
1573,28591,Jurong West St 41,Opp Blk 481,1.34645638903065,103.72538249998607
1574,28601,Jurong West St 41,Yuhua Sec Sch,1.34733744665393,103.72316770207861
1575,28611,Jurong West St 41,Opp Blk 461,1.34927792310102,103.72106773657399
1576,28621,Jurong East Ctrl,Blk 241,1.34154348249683,103.74358012428006
1577,28629,Jurong East Ctrl,Blk 266,1.34195331167525,103.74424995812674
1578,28631,Toh Guan Rd,Opp Blk 288D,1.34053157728505,103.74418616293988
1579,28639,Toh Guan Rd,Blk 288E,1.34045649755771,103.74395996871245
1580,28641,Toh Guan Rd,Blk 284,1.33917889755759,103.74610320575732
1581,28649,Toh Guan Rd,Blk 286A,1.33901303401774,103.74603439301079
1582,28651,Toh Guan Rd,Opp IMM Bldg,1.33515192012369,103.74794188238828
1583,28659,Toh Guan Rd,IMM Bldg,1.33446189256828,103.74767782537164
1584,28661,Toh Guan Rd East,Opp Jurong East Warehse,1.33665522766949,103.74951999566713
1585,28669,Toh Guan Rd East,Jurong East Warehse,1.33644500000269,103.74935500317244
1586,28671,Toh Guan Rd East,Alliance Bldg,1.33715229988486,103.75226376356609
1587,28679,Toh Guan Rd East,Hitachi Elevator Bldg,1.33661449274468,103.75110456918219
1588,28681,Toh Guan Rd East,Toh Guan Ctr,1.33720242588623,103.75488889772056
1589,28689,Toh Guan Rd East,Opp Toh Guan Ctr,1.33727934409499,103.75440999786483
1590,28691,Toh Guan Rd East,Wang-Fu Ind Pte Ltd,1.33565242851513,103.75748934005021
1591,28699,Toh Guan Rd East,Opp Uni-Tech Ctr,1.33566850623054,103.75723501585756
1592,28701,Toh Tuck Link,Aft Old Toh Tuck Rd,1.33149833298375,103.75773000000456
1593,28709,Toh Tuck Link,Bef Old Toh Tuck Rd,1.331639972025,103.75734406053928
1594,29011,Penjuru Rd,Opp Sanmina-SCI,1.3085474999723,103.73362194401842
1595,29019,Penjuru Rd,Sanmina-SCI,1.30808999973571,103.73376586792706
1596,29021,Penjuru Rd,Aft Jln Buroh,1.31267499889159,103.73450231627747
1597,29029,Penjuru Rd,Bef Penjuru Cl,1.3136694444723,103.73497081366901
1598,29031,Penjuru Rd,Aft Penjuru Pl,1.31653138767966,103.73538661201253
1599,29039,Penjuru Rd,Bef Penjuru Wk,1.31791472290937,103.73590151832454
1600,29041,Tg Penjuru,Ban Joo,1.30630499421009,103.73605370521642
1601,29049,Tg Penjuru,LTH Logistics,1.3059832127393,103.73668670651571
1602,29051,Jln Buroh,Opp Caltex S'pore,1.30462052831604,103.74284927023315
1603,29059,Jln Buroh,Caltex S'pore,1.3043728024167,103.74252500205836
1604,29069,Jln Buroh,Aft Pandan Rd,1.30296947780325,103.74607238005542
1605,29071,Pandan Rd,Gas Svc Intl,1.30422665161292,103.75179382878862
1606,29081,Pandan Rd,Franklin Offshore,1.30177859797596,103.75284433363814
1607,29089,Pandan Rd,Swanson Plastics,1.30146754204298,103.75270485878043
1608,29091,Pandan Rd,Opp Sia Huat,1.29941886215176,103.75254392626566
1609,29099,Pandan Rd,Bef Sia Huat,1.29938668393663,103.75207185742923
1610,29101,Pandan Rd,PPL Shipyard,1.29856077859667,103.74997666563225
1611,29109,Pandan Rd,Opp PPL Shipyard,1.29874917121117,103.74969618348408
1612,29111,Pandan Rd,Transerve,1.30002583301409,103.74685194400729
1613,29119,Pandan Rd,Comfortdelgro Engrg,1.30075962146214,103.74720096588953
1614,29121,Tg Penjuru,Opp Clp Intl,1.30670185792468,103.73955130573647
1615,29129,Tg Penjuru,Clp Intl,1.30639194302217,103.73949183679694
1616,29139,Pandan Ave,Opp Foh Foh Pte Ltd,1.30295846509397,103.75137448307609
1617,29149,Pandan Ave,Senkee Logistics Hub,1.30169278947484,103.7484455108314
1618,29159,Penjuru Rd,Aft Teban Gdns Cres,1.32532489846553,103.73750501985307
1619,30011,Old Choa Chu Kang Rd,Tengah Air Base,1.37367799480239,103.71422567942253
1620,30019,Old Choa Chu Kang Rd,Opp Tengah Air Base,1.37333306785344,103.71365844785454
1621,30021,Old Choa Chu Kang Rd,Opp Keat Hong Camp,1.3744419562273,103.71705234322658
1622,30029,Old Choa Chu Kang Rd,Keat Hong Camp,1.37415602765485,103.71709630730658
1623,30031,Old Choa Chu Kang Rd,Opp Army Logistics Base,1.37461935383489,103.71983865916742
1624,30039,Old Choa Chu Kang Rd,Army Logistics Base,1.37432162221947,103.71981883880738
1625,30041,Old Choa Chu Kang Rd,Opp Home Team Acad,1.37462014104762,103.72188815233464
1626,30049,Old Choa Chu Kang Rd,Home Team Acad,1.37431332163268,103.723836557791
1627,30051,Old Choa Chu Kang Rd,Aft Track 14,1.37455576936144,103.72537054756133
1628,30059,Old Choa Chu Kang Rd,Opp Track 14,1.37439935176831,103.72614304198139
1629,30081,Brickland Rd,Opp Hai Inn See Tp,1.37727684686882,103.73431312110678
1630,30089,Brickland Rd,Aft Hai Inn See Tp,1.377159999987,103.73409166698833
1631,30091,Sg Tengah Rd,Chengtai Nursery,1.37943055556701,103.7308563889232
1632,30099,Sg Tengah Rd,Opp Chengtai Nursery,1.37972159795466,103.73122812228895
1633,30101,Brickland Rd,Blk 485B,1.373713,103.738897
1634,30109,Brickland Rd,Opp Blk 485A,1.373745,103.738354
1635,30111,Brickland Rd,Blk 804B,1.37245788679333,103.74282538457524
1636,30119,Brickland Rd,AFT CHOA CHU KANG AVE 6,1.37288750001555,103.7404039307868
1637,30121,Brickland Rd,Blk 805D,1.37211783027051,103.74443713836388
1638,30129,Brickland Rd,OPP BLK 805D,1.37203889001441,103.74381033081468
1639,31009,Old Choa Chu Kang Rd,Choa Chu Kang Rd End,1.37174374490161,103.6842656135271
1640,31011,Jln Bahar,Aft Nanyang Ave,1.35908460846532,103.69389522616177
1641,31019,Jln Bahar,Bef Nanyang Ave,1.35998260495758,103.69398905356208
1642,31021,Jln Bahar,Jln Bahar Power Stn,1.36247047014576,103.69287888535482
1643,31029,Jln Bahar,Opp Jln Bahar Power Stn,1.36307987152083,103.69296604646463
1644,31031,Jln Bahar,Civil Defence Acad,1.36598890667515,103.69327324255713
1645,31039,Jln Bahar,Opp Civil Defence Acad,1.36563783980926,103.69330818055283
1646,31041,Jln Bahar,Bef Muslim Cemy Path 7,1.36893226400594,103.6939293999916
1647,31049,Jln Bahar,Aft Chr Cemy Path 9,1.36939554385137,103.6942436921991
1648,31051,Jln Bahar,Pusara Aman Mque,1.37226002154624,103.69445182104045
1649,31059,Jln Bahar,Aft Cemy Chapel,1.37207574401713,103.69466807265977
1650,31061,Lim Chu Kang Rd,Opp Lim Chu Kang Camp II,1.37594722202959,103.695570278013
1651,31069,Lim Chu Kang Rd,Bef Old Choa Chu Kang Rd,1.37493138896603,103.69550611102841
1652,31071,Lim Chu Kang Rd,Aft Chinese Cemy Path 11,1.37853314214565,103.69626045229732
1653,31079,Lim Chu Kang Rd,Opp Chinese Cemy Path 11,1.37768611102662,103.69632194402648
1654,31081,Old Lim Chu Kang Rd,Opp HQ 5th SIB Camp I,1.38056264189347,103.69732526991169
1655,31089,Old Lim Chu Kang Rd,HQ 5th SIB Camp I,1.37992729418245,103.69711516294915
1656,31121,Old Choa Chu Kang Rd,Nirvana Memorial Gdn,1.37035531879968,103.68800387696562
1657,31129,Old Choa Chu Kang Rd,Aft Nirvana Memorial Gdn,1.36997393445421,103.68740996007186
1658,31131,Old Choa Chu Kang Rd,Aft Track 33,1.3721005602879,103.6901494100538
1659,31139,Old Choa Chu Kang Rd,Bef Track 33,1.37211281474792,103.69038412231409
1660,31141,Old Choa Chu Kang Rd,CCK Cemy Office,1.37409630689339,103.69342185827556
1661,31149,Old Choa Chu Kang Rd,Opp CCK Cemy Office,1.37394854683347,103.69400832710886
1662,31151,Old Choa Chu Kang Rd,Aft Lim Chu Kang Rd,1.37363227377286,103.69596747862987
1663,31159,Old Choa Chu Kang Rd,Bef Lim Chu Kang Rd,1.37336600723318,103.69619726943306
1664,31161,Old Choa Chu Kang Rd,Opp Teen Challenge,1.37253332216297,103.70208763060677
1665,31169,Old Choa Chu Kang Rd,Teen Challenge,1.37245094201191,103.7012193702135
1666,31171,Old Choa Chu Kang Rd,Opp Jln Berseri,1.37240788349149,103.70418696765007
1667,31179,Old Choa Chu Kang Rd,Aft Jln Berseri,1.37234403223499,103.70355081890855
1668,31191,Old Choa Chu Kang Rd,B26 Old Choa Chu Kang Rd,1.37161444444711,103.70991083335727
1669,31199,Old Choa Chu Kang Rd,B25 Old Choa Chu Kang Rd,1.37097558139998,103.70931539839594
1670,31201,Lim Chu Kang Rd,Aft Chinese Cemy Path 13,1.38044981963514,103.69659409681319
1671,31211,Lim Chu Kang Rd,Aft Muslim Cemy Path 17,1.38283900023768,103.6969997018249
1672,32031,Lim Chu Kang Rd,Opp Ama Keng Rd,1.40270299424992,103.70078174769526
1673,32039,Lim Chu Kang Rd,Aft Ama Keng Rd,1.40251788786303,103.70081478116067
1674,32041,Lim Chu Kang Rd,Opp LP 160,1.40436104392726,103.70166157203701
1675,32049,Lim Chu Kang Rd,Aft LP 161,1.40452254375654,103.70187031633597
1676,32051,Lim Chu Kang Rd,Aft Track 11,1.40929365504034,103.70097942080086
1677,32059,Lim Chu Kang Rd,Opp Track 11,1.40903140804682,103.70120779053055
1678,32061,Lim Chu Kang Rd,Opp LP 173,1.41146307596912,103.70006004261607
1679,32069,Lim Chu Kang Rd,B26 Lim Chu Kang Rd,1.41103257931936,103.7003812106999
1680,32071,Lim Chu Kang Rd,Aft Track 13,1.4160246040166,103.70056776202736
1681,32079,Lim Chu Kang Rd,Opp Track 13,1.41512827700833,103.70026822968337
1682,32081,Lim Chu Kang Rd,Sg Gedong Camp,1.41744631606558,103.70120361125713
1683,32089,Lim Chu Kang Rd,Aft Sg Gedong Camp,1.41681891211204,103.7010851003633
1684,32101,Lim Chu Kang Rd,Aft Murai Farmway,1.38541382998394,103.69744470002844
1685,32109,Lim Chu Kang Rd,Bef Lor Serambi,1.3857176700282,103.69770270003046
1686,32111,Lim Chu Kang Rd,Aft LP 93,1.39837200000575,103.69964580001103
1687,32119,Lim Chu Kang Rd,Aft LP 96,1.39858000001944,103.699882699978
1688,33011,Lim Chu Kang Rd,B19 Lim Chu Kang Rd,1.41959108645842,103.70222963088568
1689,33019,Lim Chu Kang Rd,B20 Lim Chu Kang Rd,1.41920159190274,103.70215656491881
1690,33021,Lim Chu Kang Rd,Opp Neo Tiew Rd,1.42179012512071,103.70324459408172
1691,33029,Lim Chu Kang Rd,Aft Neo Tiew Rd,1.42080314827393,103.70292186217569
1692,33031,Lim Chu Kang Rd,Aft Jln Bahtera,1.42397958326967,103.70422572285418
1693,33039,Lim Chu Kang Rd,Opp Jln Bahtera,1.42329599233546,103.70408030420536
1694,33041,Lim Chu Kang Rd,Opp Lim Chu Kang Lane 3,1.42761911626678,103.70594344849181
1695,33049,Lim Chu Kang Rd,Aft Lim Chu Kang Lane 3,1.42621743469097,103.70543799603165
1696,33051,Lim Chu Kang Rd,Bef Lim Chu Kang Lane 3A,1.43024937289974,103.70683437257524
