in_WEEKENDS_HOLIDAY_working_0.2
138575.0
94869.0
18322.0
42119.0
234670.0
19739.0
73081.0
62904.0
303172.0
7695.0
40659.0
29795.0
60681.0
66327.0
0.0
83931.0
50024.0
26375.0
36673.0
64593.0
152455.0
690802.0
54124.0
112741.0
81761.0
22538.0
35635.0
28682.0
65479.0
19470.0
171964.0
16528.0
26304.0
52757.0
2079.0
19209.0
16927.0
99887.0
0.0
31561.0
104444.0
300020.0
73351.0
35668.0
69276.0
21101.0
493300.0
28261.0
56865.0
26276.0
13602.0
65162.0
42528.0
107517.0
27037.0
371862.0
0.0
276066.0
267798.0
17834.0
102098.0
2508.0
30450.0
480486.0
189997.0
20151.0
3069.0
46864.0
35776.0
119855.0
17573.0
60762.0
140884.0
7411.0
45939.0
168.0
0.0
260123.0
66593.0
58106.0
18043.0
715367.0
174160.0
261948.0
0.0
13676.0
66246.0
20794.0
5518.0
18909.0
48069.0
58524.0
229185.0
18723.0
8549.0
41628.0
8366.0
291136.0
855671.0
47591.0
61708.0
63662.0
91898.0
18440.0
508964.0
29708.0
120747.0
70887.0
57465.0
45549.0
30400.0
13761.0
229698.0
2949.0
756746.0
324783.0
16134.0
5381.0
287160.0
54006.0
39.0
423247.0
85247.0
9967.0
22248.0
58216.0
19848.0
48125.0
86681.0
45044.0
51427.0
32878.0
46838.0
176120.0
33597.0
43641.0
113994.0
842.0
22888.0
0.0
127416.0
18671.0
549463.0
198932.0
