hdb_count0.5
0
0
0
0
0
22
0
8
2
0
1
0
0
0
0
1
1
3
0
2
0
1
0
0
0
0
1
0
0
0
3
15
22
0
2
43
34
19
1
0
0
0
0
1
0
30
0
0
0
22
22
0
0
0
0
13
1
0
0
0
0
0
1
0
1
0
0
0
23
0
0
30
29
0
0
12
0
12
6
66
31
0
46
0
0
0
22
4
0
23
0
5
10
0
0
0
9
22
13
23
14
0
0
15
0
12
27
18
0
8
10
7
0
0
62
12
0
26
4
0
6
28
0
0
0
0
0
0
0
23
0
17
3
0
3
0
0
0
23
0
0
0
0
1
0
0
0
22
24
0
5
0
0
0
0
4
4
0
0
0
9
2
40
1
9
48
24
10
12
0
22
20
23
6
9
37
1
18
5
23
8
7
17
12
2
0
29
24
13
21
35
33
0
43
26
12
45
19
0
16
38
0
2
9
35
15
2
18
57
3
0
48
0
13
12
24
0
0
42
28
0
28
0
1
29
0
76
46
67
20
19
2
17
37
37
18
20
17
21
21
9
18
42
27
18
34
17
27
13
9
5
29
22
29
14
8
28
15
41
10
54
21
11
28
33
20
12
25
0
14
0
0
9
9
0
25
7
12
3
0
2
13
14
22
20
6
14
13
6
24
8
22
5
10
18
21
0
6
24
40
12
7
15
20
10
16
42
2
37
6
9
12
34
3
10
2
33
17
26
16
24
2
41
23
11
6
36
17
8
16
33
19
23
15
18
27
24
26
22
31
17
36
32
26
20
38
20
17
18
0
5
3
11
21
0
19
0
12
0
21
0
0
0
7
0
6
0
15
16
2
2
9
0
0
15
21
0
5
0
2
23
38
14
34
7
23
9
24
17
19
39
0
13
1
2
39
0
33
0
37
26
4
17
3
13
0
0
2
2
18
0
0
0
0
0
7
6
0
17
0
19
0
15
1
29
0
0
4
4
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
0
0
0
0
0
0
0
0
1
0
7
2
0
16
24
0
18
0
10
4
0
15
15
22
5
0
0
0
0
36
24
0
4
6
0
68
26
0
3
3
0
61
0
15
2
5
0
0
0
13
36
0
0
0
29
0
30
27
0
35
0
4
6
0
7
38
1
0
0
37
0
0
1
6
6
0
6
0
0
0
0
0
3
0
0
6
0
0
0
0
0
1
0
0
0
0
15
20
31
43
31
19
23
19
21
36
41
19
41
18
18
0
1
0
0
0
16
0
0
0
0
0
0
0
0
0
0
2
0
0
0
0
0
3
0
0
0
0
0
2
0
55
11
1
28
1
1
26
27
6
31
8
6
6
29
28
49
20
44
16
15
7
21
25
15
7
16
36
29
0
19
2
1
0
0
9
14
6
9
0
2
2
2
47
18
59
18
24
21
54
18
39
50
17
18
51
36
36
33
26
30
31
28
32
38
26
30
26
31
56
105
7
41
42
59
39
46
117
38
70
101
42
1
1
0
1
0
0
0
1
0
0
0
1
0
0
35
20
0
21
7
0
20
27
9
17
0
0
4
19
102
7
4
43
4
38
5
28
6
19
8
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
10
2
7
19
0
1
12
3
1
2
1
39
54
7
6
3
31
15
39
18
6
43
42
42
0
33
2
19
38
40
29
0
0
0
0
0
0
7
22
0
0
46
40
31
53
21
28
0
52
45
6
13
10
10
30
3
35
3
9
0
0
0
0
0
0
0
0
0
16
65
39
52
77
79
18
65
2
0
27
20
0
14
23
23
23
28
32
21
28
15
28
34
32
27
47
60
11
50
8
38
37
17
5
19
5
36
9
6
9
3
0
3
8
0
0
3
0
0
0
0
0
0
0
0
0
51
14
52
34
37
66
54
71
29
80
79
86
67
46
65
70
94
78
45
126
89
92
110
110
0
0
0
0
19
0
0
0
16
63
52
120
64
0
0
8
8
7
8
1
8
4
2
2
0
2
2
2
2
0
0
0
9
35
0
16
23
59
18
40
15
9
106
0
18
13
8
6
16
16
16
0
1
37
23
13
6
42
115
63
40
53
42
0
0
0
0
0
0
131
58
42
95
21
48
74
29
56
54
84
57
7
7
0
0
7
7
0
0
0
0
41
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
45
92
27
93
49
0
0
0
0
12
126
131
109
105
18
0
2
0
27
26
27
27
54
58
58
70
58
67
30
40
54
37
48
43
0
0
0
0
0
0
0
0
0
0
0
0
142
109
109
70
71
61
66
54
68
0
19
0
49
71
97
129
119
94
87
124
112
3
9
0
25
81
1
8
0
0
101
59
113
19
28
5
72
52
65
0
0
0
51
0
3
135
128
65
0
0
0
0
0
0
0
0
0
97
139
52
48
12
21
30
34
38
0
0
0
70
55
78
22
53
3
12
0
0
41
23
79
70
144
107
113
113
0
0
0
0
0
23
86
76
45
0
105
96
0
14
133
146
141
123
121
121
0
0
17
17
2
0
0
0
41
36
0
0
3
0
1
0
1
27
2
0
58
71
34
54
0
0
74
39
0
0
71
36
84
13
0
0
41
29
89
65
45
37
0
0
0
0
5
61
60
63
22
89
0
0
14
13
62
4
26
60
1
71
2
0
39
83
41
36
2
0
87
70
5
0
0
111
16
87
0
0
25
49
16
47
64
1
76
89
66
98
93
0
0
0
85
0
0
0
0
38
0
0
56
9
34
99
63
34
109
0
51
10
32
111
38
51
35
0
39
0
3
49
0
94
46
71
33
13
16
