in_WEEKDAY_total_0.2
400323.0
317297.0
56687.0
117067.0
868659.0
94439.0
204463.0
185385.0
1109615.0
22482.0
142678.0
88186.0
151710.0
251591.0
0.0
261702.0
143318.0
82763.0
101828.0
190597.0
481861.0
2164935.0
199786.0
312901.0
255763.0
65108.0
106311.0
85176.0
165339.0
58033.0
459149.0
39050.0
89037.0
152834.0
0.0
59180.0
66760.0
296681.0
0.0
105457.0
346314.0
1059055.0
208979.0
94858.0
223311.0
78276.0
1572814.0
91338.0
178248.0
93395.0
43939.0
167402.0
144316.0
297897.0
88080.0
1299085.0
0.0
976193.0
632058.0
47632.0
326041.0
5685.0
88129.0
1521790.0
439006.0
50257.0
4932.0
121900.0
109139.0
241783.0
90028.0
181498.0
390410.0
16972.0
147711.0
1831.0
0.0
811347.0
191932.0
237700.0
47420.0
2297050.0
559087.0
626961.0
0.0
38481.0
320195.0
74361.0
17777.0
54601.0
161114.0
260113.0
788246.0
121986.0
26851.0
107703.0
16461.0
1003590.0
3116728.0
170973.0
183257.0
198133.0
303048.0
65819.0
1868893.0
76502.0
417223.0
177784.0
153648.0
160494.0
84392.0
69810.0
832891.0
8115.0
2829647.0
1108726.0
47081.0
17428.0
928146.0
138363.0
37.0
1468339.0
241648.0
105300.0
46790.0
163269.0
64594.0
117777.0
209277.0
133431.0
180367.0
106826.0
135813.0
490970.0
72766.0
116816.0
528648.0
7142.0
69134.0
0.0
414192.0
59376.0
1956384.0
822486.0
