in_WEEKDAY_total_1
3037325.0
4588044.0
2708350.0
1412410.0
2233456.0
456752.0
4167893.0
1255918.0
1970670.0
782651.0
1461393.0
2468560.0
5023549.0
1511995.0
2011041.0
5158354.0
1173778.0
1900327.0
3052985.0
545068.0
2219153.0
4179323.0
3700338.0
3753098.0
524636.0
584696.0
2473412.0
3786209.0
2286086.0
1714432.0
1299677.0
1255368.0
917623.0
1324652.0
1290548.0
1187916.0
544805.0
3088853.0
2668640.0
2297131.0
2123844.0
3439062.0
2449676.0
4031317.0
1781154.0
545068.0
3841117.0
4530186.0
1046105.0
1798503.0
970293.0
2498325.0
1662070.0
3754697.0
3376655.0
2697491.0
3686416.0
2023417.0
3176281.0
1255550.0
1869792.0
1439614.0
1150424.0
3978919.0
2905181.0
2539052.0
1677794.0
3653467.0
1480939.0
1913794.0
1311911.0
1634596.0
2517477.0
140946.0
1445021.0
2328209.0
2049873.0
2802504.0
2444845.0
2286250.0
1343148.0
5124803.0
2190545.0
2494944.0
89580.0
1174995.0
1789450.0
471218.0
511677.0
1646504.0
2455579.0
1059956.0
1895069.0
675058.0
4499025.0
2162510.0
680260.0
3115284.0
4569654.0
1362746.0
950227.0
3117644.0
3986650.0
4992075.0
3507262.0
2836183.0
1281781.0
2401503.0
3132539.0
3053424.0
1288866.0
758726.0
2776668.0
2306192.0
4415025.0
2897034.0
3217523.0
2270326.0
2129893.0
2354756.0
629510.0
2777317.0
1699008.0
266681.0
4041331.0
2880258.0
4534430.0
1519312.0
4111212.0
1167229.0
1124977.0
2395797.0
1119112.0
2917792.0
3175984.0
5281457.0
645410.0
4345195.0
804716.0
865437.0
997435.0
1994580.0
4706630.0
2643701.0
