in_WEEKDAY_working_0.5
1057196.0
2345142.0
721140.0
476234.0
960582.0
138434.0
486923.0
355903.0
1005490.0
122531.0
293970.0
655937.0
302732.0
348256.0
424656.0
2043343.0
287080.0
256813.0
394473.0
184858.0
809863.0
1994134.0
1269354.0
764943.0
158165.0
185096.0
329884.0
1263285.0
574421.0
251306.0
529980.0
247047.0
345341.0
170473.0
130466.0
289197.0
205025.0
781677.0
1395734.0
478713.0
607679.0
1321967.0
471642.0
618269.0
543596.0
184858.0
1536639.0
670405.0
318728.0
846493.0
251642.0
484354.0
315207.0
538632.0
635309.0
1476662.0
342239.0
874069.0
958639.0
140792.0
528873.0
23212.0
376212.0
2065913.0
947179.0
468678.0
139777.0
508027.0
425597.0
767151.0
270242.0
805492.0
970112.0
50132.0
345034.0
370047.0
497993.0
978972.0
487009.0
407902.0
432246.0
2248205.0
1024870.0
1024704.0
1186.0
526352.0
604842.0
253886.0
208585.0
247700.0
419372.0
268365.0
882955.0
216943.0
2513275.0
336144.0
89121.0
1345812.0
2593934.0
438572.0
539814.0
488212.0
2123200.0
470242.0
1987787.0
308312.0
380657.0
667111.0
598983.0
788782.0
295190.0
140132.0
1129635.0
909197.0
2387895.0
1339384.0
409702.0
330384.0
945944.0
337387.0
1628.0
1312038.0
415340.0
100342.0
239051.0
492857.0
389380.0
124648.0
596247.0
233793.0
185547.0
307260.0
315868.0
591924.0
1352854.0
658211.0
407554.0
2281958.0
260561.0
515415.0
515415.0
375210.0
2375716.0
872241.0
