in_WEEKENDS_HOLIDAY_total_1
1150514.0
1750992.0
918057.0
502498.0
851464.0
113647.0
1670855.0
483244.0
752133.0
299444.0
527298.0
901147.0
1919738.0
500393.0
652971.0
1955937.0
437509.0
725786.0
1178604.0
284444.0
988369.0
1685265.0
1422288.0
1433440.0
277281.0
215634.0
1003069.0
1433668.0
908526.0
625990.0
588704.0
466570.0
338030.0
486406.0
560946.0
564640.0
207869.0
1144469.0
1079944.0
988817.0
850298.0
1303830.0
1155631.0
1603401.0
608882.0
284444.0
1535534.0
1631393.0
417046.0
702258.0
369083.0
1227713.0
628714.0
1372359.0
1703718.0
1091791.0
1497347.0
735697.0
1618232.0
622049.0
824502.0
576007.0
415826.0
1504202.0
1438457.0
1213972.0
855438.0
1455564.0
584586.0
952730.0
425535.0
816833.0
973547.0
59319.0
702288.0
970566.0
783332.0
1144340.0
1107611.0
859919.0
570437.0
2075585.0
832075.0
981977.0
64695.0
465633.0
631583.0
168659.0
177108.0
721290.0
866181.0
335134.0
770333.0
185547.0
1690796.0
875827.0
268888.0
1240125.0
1708683.0
508956.0
365224.0
1176413.0
1440402.0
1983289.0
1255295.0
1150431.0
485407.0
934654.0
1179595.0
1102941.0
475450.0
258654.0
1039743.0
912068.0
1628695.0
1136319.0
1210573.0
836891.0
861603.0
932556.0
299456.0
1061664.0
646516.0
46091.0
1532148.0
1030168.0
1674169.0
607563.0
1635529.0
461929.0
444469.0
907089.0
422841.0
1149136.0
1300690.0
1962398.0
183120.0
1632048.0
321823.0
407866.0
457919.0
817280.0
1798534.0
947550.0
