out_WEEKDAY_working_0.2
342359.0
250007.0
47262.0
57412.0
701733.0
82827.0
147241.0
156560.0
1008353.0
19957.0
120851.0
96581.0
113505.0
232074.0
0.0
259073.0
113681.0
78852.0
78941.0
184603.0
278660.0
1827422.0
155907.0
270071.0
204484.0
57028.0
62587.0
88453.0
78468.0
72797.0
442057.0
24806.0
49559.0
109566.0
0.0
37616.0
60541.0
239838.0
0.0
91294.0
305358.0
810345.0
98687.0
85234.0
205167.0
38861.0
1316473.0
103189.0
155186.0
72751.0
41496.0
259926.0
166215.0
242973.0
68743.0
1015643.0
0.0
940372.0
386331.0
11774.0
226273.0
7613.0
93322.0
1163683.0
418020.0
45363.0
17782.0
105975.0
103452.0
381734.0
74752.0
131764.0
341548.0
15846.0
87101.0
15172.0
0.0
667267.0
186319.0
104432.0
50087.0
1984667.0
221354.0
517699.0
0.0
39307.0
329049.0
69020.0
14306.0
65097.0
142621.0
197608.0
635226.0
100747.0
20649.0
91602.0
17014.0
560275.0
2191759.0
172508.0
170910.0
165470.0
176042.0
39838.0
1552744.0
72345.0
380876.0
160350.0
148899.0
152253.0
59459.0
62791.0
617402.0
7013.0
2022673.0
878845.0
40073.0
17719.0
878776.0
126586.0
2119.0
1113295.0
207907.0
102957.0
51337.0
177386.0
88874.0
118159.0
178450.0
94020.0
185478.0
77695.0
101973.0
389046.0
130341.0
97950.0
376077.0
6024.0
49646.0
0.0
296256.0
60524.0
1658965.0
831637.0
