in_WEEKENDS_HOLIDAY_eating_2
1824588.0
1866045.0
1644977.0
1414568.0
1014544.0
413874.0
1679897.0
1509074.0
1240798.0
1607941.0
1055562.0
1592013.0
1901467.0
1635652.0
1766663.0
1768118.0
704480.0
824426.0
1758548.0
165581.0
1676039.0
1771220.0
1677989.0
1883915.0
144044.0
1258345.0
1618239.0
1617691.0
1802589.0
1116809.0
780124.0
1385863.0
968824.0
1865555.0
562277.0
1082056.0
644424.0
1724407.0
1204214.0
1858057.0
1809035.0
1783175.0
1961941.0
1806023.0
1222019.0
160264.0
1615550.0
1535587.0
768691.0
1194089.0
905985.0
2105567.0
1572713.0
1470678.0
2080205.0
1120836.0
1922268.0
1243958.0
1595669.0
1539257.0
1802090.0
840961.0
1870947.0
1531031.0
1661327.0
1716113.0
1340408.0
1579875.0
1293082.0
1220020.0
767743.0
1020284.0
1566030.0
399523.0
821224.0
1382013.0
1749278.0
1764388.0
1782272.0
2075826.0
1566866.0
1916694.0
1548310.0
1589115.0
239241.0
742980.0
615700.0
672547.0
247703.0
1937242.0
1448947.0
1169216.0
773670.0
541689.0
1695258.0
896222.0
783976.0
1042912.0
1705243.0
966383.0
335174.0
1547957.0
1000450.0
1808130.0
997965.0
982526.0
794622.0
1550293.0
1666888.0
1595336.0
1398217.0
872872.0
1409437.0
1127502.0
1833308.0
1075523.0
1442181.0
1058778.0
1225602.0
1491363.0
334133.0
1086803.0
1422043.0
329263.0
1373277.0
1526413.0
1636997.0
1576223.0
1687789.0
1303857.0
1619224.0
1002359.0
1310468.0
1279906.0
1772206.0
1438270.0
187088.0
1933153.0
624106.0
613895.0
716543.0
2044249.0
1877394.0
1450805.0
